 Position , Forename , Surname , Height , Weight , Standing , Skill , Potential , Team , Games , Completions , Attempts , Completion PCT , Yards , TDs , INTs , QB Rating , YPA ," YPG
"
QB,Eric,Jennings,5 - 10,227,(So),4.5,5.0,Kansas,12,218,325,67.08,2915,21,8,158.69,8.97,"242.92
"
QB,Vonte,Detroux,6 - 1,218,(Jr),3.5,3.5,UCF,1,1,5,20.00,4,0,1, - 13.28,0.80,"4.00
"
QB,Blake,Fry,6 - 1,225,Fr,1.5,3.5,North Carolina State,2,9,26,34.62,120,0,2,61.67,4.62,"60.00
"
QB,Jeremy,Henry,6 - 3,204,Sr,4.5,4.5,USF,12,335,533,62.85,3756,29,8,139.42,7.05,"313.00
"
QB,Sebastian,Keene,6 - 0,211,So,3.0,3.0,TCU,1,2,7,28.57,15,0,1,18.00,2.14,"15.00
"
QB,Curt,Welbourn,6 - 2,203,(Sr),3.0,3.0,UCLA,7,85,147,57.82,1090,4,4,124.64,7.41,"155.71
"
QB,Roy,Hunt,6 - 4,173,(Sr),4.0,4.0,Washington,12,351,589,59.59,4156,31,6,134.32,7.06,"346.33
"
QB,James,Mitchell,6 - 0,214,(Jr),3.5,3.5,UCF,12,152,246,61.79,2103,10,4,143.75,8.55,"175.25
"
QB,Les,Henderson,6 - 4,193,(Sr),4.5,4.5,Georgia,12,176,273,64.47,2436,13,7,151.78,8.92,"203.00
"
QB,Tyrone,Cox,6 - 6,229,(Jr),3.0,3.0,Colorado State,6,187,389,48.07,1548,7,11,80.66,3.98,"258.00
"
QB,Robert,Chamberlain,6 - 1,206,Sr,2.5,2.5,Bowling Green,11,136,249,54.62,1595,7,6,113.19,6.41,"145.00
"
QB,Teddy,Rogers,6 - 0,192,Sr,3.0,3.0,Rice,12,163,273,59.71,2157,11,8,133.83,7.90,"179.75
"
QB,Fabian,Morin,6 - 6,207,(Sr),3.5,3.5,North Texas,12,210,353,59.49,2574,14,4,131.94,7.29,"214.50
"
QB,Jamie,Avery,6 - 1,219,(Jr),3.5,3.5,Georgia Tech,12,210,348,60.34,2739,18,10,138.07,7.87,"228.25
"
QB,Alex,Morales,6 - 1,226,Jr,3.0,3.5,Florida,1,6,8,75.00,102,2,0,264.60,12.75,"102.00
"
QB,Hector,Hsu,6 - 1,210,(Jr),2.5,3.5,Toledo,1,2,9,22.22,8,0,3, - 36.98,0.89,"8.00
"
QB,Joel,King,6 - 1,220,Jr,5.0,5.0,Houston,12,253,343,73.76,3631,26,4,185.65,10.59,"302.58
"
QB,Mark,Starnes,6 - 4,219,(Sr),4.0,4.0,BYU,12,199,300,66.33,2629,12,3,149.89,8.76,"219.08
"
QB,Gary,McCaffrey,6 - 0,194,(Sr),3.0,3.0,South Carolina,1,3,7,42.86,33,0,0,82.46,4.71,"33.00
"
QB,Alfredo,Adams,6 - 3,184,Jr,3.0,3.0,Nevada,12,129,233,55.36,1515,5,2,116.15,6.50,"126.25
"
QB,Walton,Glenn,5 - 11,186,Sr,2.5,2.5,Duke,12,83,184,45.11,1001,3,7,89.09,5.44,"83.42
"
QB,Rob,Zeko,6 - 3,183,Sr,4.5,4.5,Marshall,12,189,296,63.85,2655,14,2,152.38,8.97,"221.25
"
QB,Clifford,Wilcox,6 - 1,208,(So),3.0,4.0,Iowa State,12,161,276,58.33,2062,8,2,129.81,7.47,"171.83
"
QB,Charles,Duffy,6 - 4,222,Jr,2.5,3.5,SMU,12,75,148,50.68,945,2,8,97.57,6.39,"78.75
"
QB,Aaron,Shea,6 - 2,204,Sr,5.0,5.0,Missouri,12,274,380,72.11,3589,35,4,180.38,9.44,"299.08
"
QB,Greg,Cunningham,6 - 2,199,Sr,4.5,4.5,Connecticut,12,202,318,63.52,2881,18,5,156.19,9.06,"240.08
"
QB,Marshall,Newman,6 - 0,195,Sr,3.0,3.0,Kansas State,12,124,210,59.05,1667,11,6,135.99,7.94,"138.92
"
QB,Joe,Nelson,6 - 2,197,(So),2.5,3.0,Illinois,12,93,191,48.69,1168,3,6,97.83,6.12,"97.33
"
QB,Graham,Burnett,6 - 3,211,Fr,3.0,5.0,Oklahoma,12,184,285,64.56,2416,13,10,145.61,8.48,"201.33
"
QB,Matty,Swift,5 - 11,198,(Jr),5.0,5.0,Texas A&M,12,376,569,66.08,4149,29,5,144.26,7.29,"345.75
"
QB,David,Brezina,6 - 2,189,(Sr),5.0,5.0,Iowa,12,162,229,70.74,2120,8,3,158.23,9.26,"176.67
"
QB,Derek,Bates,6 - 5,236,(Jr),3.0,3.0,South Carolina,12,328,581,56.45,3153,14,8,107.41,5.43,"262.75
"
QB,David,Easley,6 - 2,181,(So),2.5,3.0,Wyoming,12,173,307,56.35,2029,13,9,121.66,6.61,"169.08
"
QB,Chester,Grant,6 - 1,189,Sr,3.0,3.0,Eastern Michigan,12,188,306,61.44,2196,18,5,134.46,7.18,"183.00
"
QB,Gregory,Garcia,6 - 3,229,(Sr),2.5,2.5,New Mexico,11,114,213,53.52,1433,4,2,115.21,6.73,"130.27
"
QB,Raoul,Gomez,6 - 0,220,(Jr),4.0,4.0,Washington State,12,223,347,64.27,2696,20,4,146.51,7.77,"224.67
"
QB,Richmond,King,6 - 1,199,(Sr),4.0,4.0,West Virginia,12,229,371,61.73,2769,21,5,140.13,7.46,"230.75
"
QB,John,Bolton,6 - 2,190,(Jr),4.0,4.0,Tulsa,11,267,424,62.97,3398,19,7,141.49,8.01,"308.91
"
QB,Adam,Stave,6 - 4,220,Sr,4.0,4.0,Army,12,212,327,64.83,2713,15,8,146.98,8.30,"226.08
"
QB,Todd,Jennings,6 - 6,201,(Sr),4.5,4.5,Penn State,12,241,369,65.31,3342,25,5,160.25,9.06,"278.50
"
QB,Steven,Ferguson,6 - 4,210,(Jr),3.0,3.0,Toledo,11,199,339,58.70,2012,15,5,120.21,5.94,"182.91
"
QB,Jeremy,Anderson,6 - 3,185,Jr,4.0,4.0,Northwestern,12,193,315,61.27,2315,17,13,132.60,7.35,"192.92
"
QB,Nathan,Burden,6 - 2,201,So,4.0,4.0,TCU,12,169,270,62.59,2191,19,10,149.21,8.11,"182.58
"
QB,Devin,Conroy,5 - 10,218,(Fr),2.5,5.0,Colorado State,7,182,304,59.87,1939,16,5,130.44,6.38,"277.00
"
QB,Rocky,Waters,6 - 5,222,(Sr),4.0,4.0,Notre Dame,12,215,336,63.99,2646,19,3,147.59,7.88,"220.50
"
QB,Melvin,Winters,6 - 1,237,(Sr),3.5,3.5,Ohio,12,172,279,61.65,2205,14,7,140.78,7.90,"183.75
"
QB,Joel,Sumner,6 - 1,190,Sr,3.0,3.0,Ball State,12,99,178,55.62,1212,6,6,117.15,6.81,"101.00
"
QB,Christian,Barkley,6 - 3,211,(Jr),5.0,5.0,Texas Tech,12,192,283,67.84,2730,15,12,155.26,9.65,"227.50
"
QB,Connor,Craig,6 - 2,207,(Fr),2.0,3.5,Texas Tech,1,2,5,40.00,38,1,0,169.84,7.60,"38.00
"
QB,Doug,Kirby,5 - 11,199,(Sr),5.0,5.0,LSU,12,228,365,62.47,2642,19,7,136.90,7.24,"220.17
"
QB,Robert,Hayes,6 - 3,187,(Sr),3.0,3.0,Colorado,1,3,7,42.86,24,0,0,71.66,3.43,"24.00
"
QB,Julius,Thomas,6 - 3,212,(So),4.0,4.5,Tennessee,12,157,252,62.30,1932,13,8,134.04,7.67,"161.00
"
QB,Steven,Ring,6 - 5,214,(So),2.0,3.0,Ohio,1,2,7,28.57,19,0,0,51.37,2.71,"19.00
"
QB,Willy,Cowan,5 - 10,224,So,3.0,3.5,ECU,12,66,119,55.46,829,4,5,115.30,6.97,"69.08
"
QB,Daniel,McKay,6 - 1,231,(So),2.0,2.5,North Carolina State,7,40,101,39.60,479,1,9,65.04,4.74,"68.43
"
FB,William,Stevens,6 - 2,217,(Jr),3.5,4.0,Navy,12,143,228,62.72,1872,11,6,142.54,8.21,"156.00
"
QB,Joel,Spivey,6 - 6,197,(Jr),1.0,1.0,Kent State,1,1,2,50.00,8,0,0,83.60,4.00,"8.00
"
QB,David,Kaplan,6 - 1,189,(Jr),4.0,4.5,San Jose State,12,296,507,58.38,3052,15,9,115.50,6.02,"254.33
"
QB,Damien,Holley,6 - 3,217,Jr,2.0,2.0,Indiana,1,3,9,33.33,31,0,0,62.27,3.44,"31.00
"
QB,Allan,O'Hennesy,6 - 0,222,(Jr),4.5,4.5,Syracuse,12,174,295,58.98,2250,9,5,129.80,7.63,"187.50
"
QB,L.J.,Offerman,6 - 2,186,(Jr),4.0,4.0,Colorado,12,192,335,57.31,2223,7,11,111.80,6.64,"185.25
"
QB,Matteo,Rook,6 - 1,231,(Fr),2.0,4.5,Virginia,12,256,395,64.81,2983,20,10,138.72,7.55,"248.58
"
QB,Jacory,Kessler,6 - 3,224,So,4.0,5.0,Auburn,12,146,240,60.83,2123,9,10,137.36,8.85,"176.92
"
QB,Sean,Hamilton,6 - 2,207,So,4.0,5.0,Nebraska,12,187,277,67.51,2610,17,5,162.59,9.42,"217.50
"
QB,Ronan,Novak,6 - 3,189,So,2.0,2.5,Boise State,1,0,5,0.00,0,0,0,0.00,0.00,"0.00
"
QB,Nicholas,Garland,5 - 10,210,Fr,1.0,4.5,Stanford,1,11,23,47.83,128,1,0,108.92,5.57,"128.00
"
QB,George,Young,6 - 1,179,Sr,1.5,1.5,Nevada,1,1,5,20.00,50,1,0,170.00,10.00,"50.00
"
QB,Steve,Reed,6 - 2,191,(Sr),4.0,4.0,Clemson,12,234,386,60.62,2879,27,15,137.92,7.46,"239.92
"
QB,Corey,Mendoza,6 - 5,223,(Sr),4.5,4.5,Purdue,12,259,391,66.24,3137,19,6,146.33,8.02,"261.42
"
QB,Josh,Gallo,5 - 11,212,(Jr),3.0,3.5,Vanderbilt,12,167,276,60.51,1974,12,5,130.42,7.15,"164.50
"
QB,Adrian,Paciglia,6 - 2,201,(Jr),3.0,3.0,Pittsburgh,2,8,11,72.73,92,1,0,158.74,8.36,"46.00
"
QB,Van,Skaggs,6 - 2,220,So,2.0,3.5,Ohio State,1,2,6,33.33,6,1,0,96.73,1.00,"6.00
"
QB,Alejandro,Silva,6 - 1,212,Sr,3.5,3.5,Air Force,12,61,91,67.03,859,7,1,173.67,9.44,"71.58
"
QB,Taylor,Rodriguez,6 - 1,209,(Sr),5.0,5.0,Arizona,12,255,367,69.48,3367,24,10,162.81,9.17,"280.58
"
QB,Daniel,Sio,6 - 4,188,Sr,3.0,3.0,Texas,2,8,15,53.33,96,2,0,145.25,6.40,"48.00
"
QB,Eric,Covington,6 - 0,234,Sr,4.0,4.0,Michigan State,12,222,329,67.48,2845,17,3,155.61,8.65,"237.08
"
QB,Matthew,Dobbs,6 - 1,213,(So),4.5,4.5,Virginia Tech,11,214,295,72.54,3458,25,3,196.65,11.72,"314.36
"
QB,Howard,Stevens,6 - 2,227,(Jr),2.0,2.0,Kent State,12,50,115,43.48,516,1,1,81.87,4.49,"43.00
"
QB,Sean,Nesbitt,6 - 1,185,Jr,2.5,3.5,USF,1,16,21,76.19,247,2,0,206.42,11.76,"247.00
"
QB,Sean,O'Reilly,6 - 1,217,(Jr),4.0,4.0,Minnesota,12,202,309,65.37,2675,16,6,152.09,8.66,"222.92
"
QB,Adrian,Jenkins,6 - 1,188,Sr,4.0,4.0,Fresno State,12,358,593,60.37,3783,27,6,127.21,6.38,"315.25
"
QB,Justin,Hunter,6 - 0,210,Sr,4.0,4.0,Mississippi State,12,200,289,69.20,2713,19,4,166.92,9.39,"226.08
"
QB,Yancey,Musgrave,6 - 0,187,(Sr),5.0,5.0,Florida,12,234,329,71.12,3453,27,9,179.98,10.50,"287.75
"
QB,Orly,Vaccaro,6 - 2,215,Sr,4.0,4.0,San Diego State,12,208,311,66.88,2772,12,4,148.87,8.91,"231.00
"
QB,Bobby,Kolodziej,6 - 2,205,(Sr),4.5,4.5,California,12,378,603,62.69,4023,30,10,132.65,6.67,"335.25
"
RB,Samuel,James,5 - 8,180,(Fr),2.0,3.0,Indiana,1,1,1,100.00,19,1,0,589.60,19.00,"19.00
"
QB,Joaquin,Younger,6 - 5,215,(Sr),5.0,5.0,Oregon,11,174,278,62.59,2520,16,4,155.80,9.06,"229.09
"
QB,Charlie,Walter,6 - 3,228,Jr,4.5,4.5,Hawaii,11,244,371,65.77,3129,28,5,160.14,8.43,"284.45
"
QB,Austin,Stearns,6 - 2,206,(Fr),2.0,3.5,Georgia Tech,1,3,6,50.00,32,0,0,94.80,5.33,"32.00
"
QB,Paul,Davenport,6 - 0,198,(Sr),5.0,5.0,Miami FL,12,198,297,66.67,2803,15,9,158.91,9.44,"233.58
"
QB,Jon,Wilson,6 - 5,205,(Sr),4.0,4.0,USC,12,244,392,62.24,3030,16,11,134.67,7.73,"252.50
"
QB,John,Myers,6 - 5,219,Sr,2.5,2.5,Central Michigan,12,146,278,52.52,1733,9,10,107.59,6.23,"144.42
"
QB,Henry,Goetz,6 - 4,208,(Fr),1.5,3.5,Duke,1,0,4,0.00,0,0,0,0.00,0.00,"0.00
"
QB,Paul,Roberts,6 - 2,194,Jr,2.5,3.5,Oregon State,12,139,262,53.05,1724,6,6,109.96,6.58,"143.67
"
QB,Charles,Conley,6 - 1,201,Jr,2.5,3.0,Buffalo,12,107,217,49.31,1172,4,8,94.82,5.40,"97.67
"
QB,Brian,Jennings,6 - 1,208,(Fr),2.5,3.5,Memphis,8,78,153,50.98,850,1,1,99.31,5.56,"106.25
"
QB,Tom,Dupree,6 - 2,202,Jr,2.5,3.5,Michigan,1,3,3,100.00,29,1,0,291.20,9.67,"29.00
"
QB,DeSean,Jenkins,6 - 4,195,Sr,4.5,4.5,Wake Forest,12,147,228,64.47,2333,7,4,156.12,10.23,"194.42
"
QB,Keith,Simon,6 - 2,212,Sr,3.5,3.5,Alabama,11,104,187,55.61,1187,6,4,116.45,6.35,"107.91
"
QB,Bradley,Cornell,6 - 3,214,Sr,1.5,1.5,Navy,1,2,7,28.57,29,1,0,110.51,4.14,"29.00
"
QB,Walt,Sutherland,6 - 3,211,So,2.5,3.5,Auburn,3,6,18,33.33,69,2,1,81.10,3.83,"23.00
"
QB,Antonio,Pugh,5 - 10,224,(Fr),2.0,4.0,Alabama,1,7,16,43.75,93,0,1,80.08,5.81,"93.00
"
QB,Ronald,Griffith,6 - 2,210,Jr,3.0,3.0,Mississippi State,1,7,13,53.85,126,1,0,160.65,9.69,"126.00
"
QB,Jack,Hess,5 - 11,200,Sr,3.5,3.5,Utah State,12,216,408,52.94,2226,10,13,97.59,5.46,"185.50
"
QB,Benjamin,Schuler,5 - 11,200,(Fr),2.5,4.5,Florida State,12,407,675,60.30,3795,31,12,117.53,5.62,"316.25
"
QB,Alex,Rodgers,6 - 3,198,(Sr),4.5,4.5,Kentucky,12,215,327,65.75,2951,23,5,162.85,9.02,"245.92
"
QB,Arthur,Martinez,5 - 11,222,Jr,3.0,3.0,Louisville,12,219,358,61.17,2573,17,7,133.50,7.19,"214.42
"
QB,Max,Laws,6 - 3,212,(Fr),2.0,4.5,North Carolina,12,163,280,58.21,2192,14,7,136.44,7.83,"182.67
"
QB,Randy,Roberts,6 - 2,231,(So),2.5,4.5,Boston College,2,4,9,44.44,44,1,0,100.03,4.89,"22.00
"
