 Position , Forename , Surname , Height , Weight , Standing , Skill , Potential , Team , Games , Catches , Yards , TDs , YPC ," YPG
"
FB,Sean,Burnett,5 - 11,226,Fr,3.0,3.5,Tennessee,2,2,53,0,26.50,"26.50
"
WR,Brian,Logan,6 - 5,219,So,2.0,3.5,Missouri,6,21,379,5,18.05,"63.17
"
WR,Jerry,Buchanan,6 - 1,166,So,1.5,3.5,Rice,3,7,92,2,13.14,"30.67
"
FB,John,Salisbury,6 - 1,222,(So),3.5,3.5,Penn State,1,1,11,1,11.00,"11.00
"
RB,Arturo,Pacheco,5 - 10,194,(Fr),2.0,5.0,Iowa State,6,10,125,0,12.50,"20.83
"
TE,Dave,Slechta,6 - 2,236,(Sr),3.5,3.5,Miami FL,2,4,60,0,15.00,"30.00
"
WR,Jarius,Shaw - Dodd,5 - 11,213,Jr,5.0,5.0,Virginia Tech,12,53,929,10,17.53,"77.42
"
WR,Charles,Corbett,6 - 6,206,(Jr),3.0,3.0,San Diego State,9,26,331,1,12.73,"36.78
"
TE,Aaron,Rodriguez,6 - 0,212,Sr,1.5,1.5,Indiana,2,5,54,0,10.80,"27.00
"
WR,Jason,Morris,6 - 5,187,(Fr),1.5,3.0,San Jose State,9,48,510,3,10.62,"56.67
"
WR,Curtis,Jeffreys,5 - 11,207,Jr,4.0,4.0,San Diego State,14,42,743,3,17.69,"53.07
"
WR,Leslie,Serrano,6 - 5,185,(Sr),4.0,4.0,Purdue,9,28,380,1,13.57,"42.22
"
WR,Dennis,Martinez,6 - 5,183,(Fr),1.5,2.5,Tulane,3,11,123,0,11.18,"41.00
"
WR,Larry,Frazier,6 - 2,187,(So),1.0,1.5,Northern Illinois,1,1,7,1,7.00,"7.00
"
WR,Bob,Armour,5 - 9,165,(Sr),4.0,4.0,Oklahoma,5,21,328,3,15.62,"65.60
"
TE,Chris,Gano,6 - 4,235,Jr,3.5,5.0,Stanford,2,9,107,2,11.89,"53.50
"
WR,Dan,Rice,6 - 1,175,(So),3.0,3.5,TCU,11,32,429,3,13.41,"39.00
"
WR,James,Jones,5 - 10,162,(Fr),3.5,4.0,Arizona,2,8,96,2,12.00,"48.00
"
FB,Ruben,Parish,6 - 3,225,(So),2.5,3.0,Arizona State,1,2,24,0,12.00,"24.00
"
RB,Josh,Shiancoe,6 - 2,221,(So),4.0,5.0,UCLA,2,9,115,2,12.78,"57.50
"
RB,Brian,Gordon,5 - 9,206,(Jr),3.5,3.5,USC,2,15,179,3,11.93,"89.50
"
RB,Tom,Simonton,6 - 0,209,Sr,4.0,4.0,Nebraska,3,7,172,3,24.57,"57.33
"
TE,Jeremy,Dunham,6 - 1,229,(Jr),3.0,3.5,Tulane,6,26,272,2,10.46,"45.33
"
TE,Charles,Martinez,6 - 4,238,Sr,3.0,3.0,Navy,2,2,48,0,24.00,"24.00
"
WR,Phillip,Schaefer,5 - 10,171,Fr,1.0,1.0,Eastern Michigan,1,3,55,0,18.33,"55.00
"
WR,Ralph,Hamrick,5 - 9,185,Fr,2.5,2.5,Fresno State,7,23,326,1,14.17,"46.57
"
RB,Eddie,Anderson,5 - 10,173,Sr,5.0,5.0,Missouri,4,13,197,3,15.15,"49.25
"
TE,Eric,Anderson,6 - 3,219,(Fr),1.5,3.5,Wyoming,10,18,186,0,10.33,"18.60
"
TE,Damian,Burdick,6 - 3,239,Fr,3.0,3.0,Georgia State,4,12,148,1,12.33,"37.00
"
TE,Sean,Jones,6 - 2,218,(So),3.0,3.5,Oklahoma,6,16,213,2,13.31,"35.50
"
RB,Marshawn,Hunter,5 - 11,196,Jr,3.5,3.5,Stanford,2,7,75,2,10.71,"37.50
"
FB,Dennis,Hampton,5 - 11,192,So,2.5,3.5,Iowa State,1,1,30,0,30.00,"30.00
"
RB,Everett,Everett,6 - 1,191,Jr,2.5,3.0,Miami OH,2,11,134,3,12.18,"67.00
"
RB,Robert,Hall,6 - 0,165,(Jr),4.0,4.0,Alabama,2,7,84,2,12.00,"42.00
"
RB,Sean,Egloff,6 - 0,207,(So),4.5,4.5,Oklahoma,3,8,147,3,18.38,"49.00
"
WR,Danny,Lester,6 - 3,188,Jr,2.0,2.5,Northern Illinois,7,18,263,2,14.61,"37.57
"
WR,Aaron,Pagliei,6 - 3,185,Sr,4.5,4.5,Florida,12,87,1028,7,11.82,"85.67
"
WR,Arlon,Schobel,6 - 3,195,(Sr),3.0,3.0,Virginia Tech,5,14,227,3,16.21,"45.40
"
TE,Norman,Willard,6 - 1,230,(Fr),3.0,4.5,Boston College,5,22,271,5,12.32,"54.20
"
TE,Alex,Dareus,6 - 2,241,(So),2.5,3.5,Illinois,1,1,14,0,14.00,"14.00
"
TE,Glen,Vann,6 - 6,214,Sr,3.0,3.0,Purdue,1,2,19,1,9.50,"19.00
"
WR,Timothy,Jones,6 - 1,176,So,2.0,3.5,Michigan,2,5,72,2,14.40,"36.00
"
WR,Ronald,Elisara,6 - 5,169,(Sr),3.0,3.0,Georgia,1,2,29,0,14.50,"29.00
"
WR,Gregory,Webber,6 - 3,173,Sr,3.5,3.5,Navy,9,17,261,0,15.35,"29.00
"
TE,Jesse,Palmer,6 - 8,245,Jr,3.5,4.0,Kansas State,8,22,352,3,16.00,"44.00
"
WR,Raymond,McMurray,6 - 4,222,(Fr),2.0,3.0,Vanderbilt,3,7,95,3,13.57,"31.67
"
TE,Kyle,Oblivion,6 - 0,247,Jr,2.5,2.5,Oklahoma State,2,3,54,1,18.00,"27.00
"
TE,Creston,Fuller,6 - 1,215,Sr,4.0,4.0,Minnesota,11,38,538,6,14.16,"48.91
"
WR,Humberto,Perez,6 - 3,215,So,3.0,3.0,California,4,12,147,2,12.25,"36.75
"
WR,Dennis,Hahn,6 - 0,187,(Sr),4.0,4.0,Northwestern,11,33,529,0,16.03,"48.09
"
WR,Dan,Murphy,6 - 1,196,(So),4.0,4.0,Iowa,13,61,992,6,16.26,"76.31
"
RB,Devin,Drake,6 - 1,206,(So),3.0,3.0,Virginia,1,4,44,1,11.00,"44.00
"
RB,Lavontae,Jackson,5 - 10,234,Jr,3.5,4.5,SMU,7,18,209,3,11.61,"29.86
"
FB,Gary,Richardson,5 - 11,233,So,2.5,5.0,Kansas State,1,1,3,1,3.00,"3.00
"
TE,Clyde,Goodson,6 - 3,238,So,3.0,3.0,SMU,1,2,23,0,11.50,"23.00
"
WR,Mike,Middleton,6 - 0,219,(So),3.5,4.0,Hawaii,8,37,432,1,11.68,"54.00
"
RB,Edwin,Forster,6 - 3,221,(So),4.5,4.5,Michigan,3,9,150,2,16.67,"50.00
"
WR,Michael,Allen,6 - 2,214,(Fr),2.0,4.5,Wisconsin,9,27,431,7,15.96,"47.89
"
WR,Joshua,Roy,6 - 3,181,So,2.5,2.5,Colorado,2,4,53,0,13.25,"26.50
"
TE,Doug,Gottlieb,6 - 1,227,Jr,2.5,3.5,Georgia,4,6,76,2,12.67,"19.00
"
WR,Bo,Woodall,6 - 1,202,Jr,5.0,5.0,North Carolina,13,121,1564,11,12.93,"120.31
"
TE,Oscar,Fisk,6 - 8,245,(Jr),5.0,5.0,Washington,8,28,397,4,14.18,"49.62
"
RB,Shawn,Anderson,5 - 8,184,Sr,5.0,5.0,Oregon,1,3,58,1,19.33,"58.00
"
TE,Paul,Carter - Williams,6 - 6,237,(Sr),4.5,4.5,TCU,5,13,175,3,13.46,"35.00
"
WR,Jermont,Sugar,6 - 3,201,Jr,2.5,2.5,Minnesota,3,8,100,2,12.50,"33.33
"
WR,Mark,Farrar,6 - 1,166,(Fr),1.5,3.5,Pittsburgh,6,30,390,3,13.00,"65.00
"
TE,Ted,Grace,6 - 2,224,So,1.0,2.5,Western Michigan,2,2,47,0,23.50,"23.50
"
RB,Logan,Pruitt,5 - 7,232,Fr,2.5,4.5,North Carolina,3,14,149,3,10.64,"49.67
"
TE,Chris,Kelley,6 - 3,239,Jr,2.0,2.5,Rice,2,3,105,1,35.00,"52.50
"
WR,Roger,Marin,5 - 11,190,(So),2.5,2.5,Clemson,5,8,156,3,19.50,"31.20
"
WR,Allen,Allen,6 - 5,179,Jr,2.0,2.5,North Texas,10,49,471,2,9.61,"47.10
"
WR,Scott,Lynch,6 - 1,183,Sr,3.0,3.0,Utah State,12,36,588,2,16.33,"49.00
"
WR,Marvin,Randle,6 - 4,187,Jr,1.0,1.5,Temple,6,9,189,1,21.00,"31.50
"
WR,Jose,Ross,6 - 1,182,Sr,1.5,1.5,Tulane,1,2,43,0,21.50,"43.00
"
WR,Jason,LeBlanc,6 - 2,167,(Fr),2.0,3.0,Auburn,1,2,19,0,9.50,"19.00
"
WR,William,Frazier,6 - 1,166,So,2.0,3.5,Purdue,1,6,125,2,20.83,"125.00
"
WR,Corey,Sawyer,6 - 5,233,So,1.5,2.0,San Diego State,5,14,265,1,18.93,"53.00
"
TE,Lawrence,Jefferson,6 - 3,221,(Fr),1.0,1.5,North Texas,6,30,366,4,12.20,"61.00
"
TE,Joseph,Cano,6 - 1,229,Sr,2.0,2.0,Central Michigan,6,14,186,2,13.29,"31.00
"
WR,Matthew,Combs,6 - 3,215,(So),2.0,2.5,Illinois,4,7,99,0,14.14,"24.75
"
FB,Carlos,Reynolds,6 - 1,204,Sr,2.0,2.0,Ball State,2,2,22,1,11.00,"11.00
"
TE,Nero,Johnson,6 - 1,216,Jr,2.5,3.0,Indiana,1,1,2,0,2.00,"2.00
"
WR,Marcus,Williams,6 - 2,231,(Fr),1.5,3.5,Syracuse,4,12,156,0,13.00,"39.00
"
WR,John,Rowe,5 - 9,184,(Jr),4.0,4.0,Arizona,11,44,642,1,14.59,"58.36
"
WR,Butch,Harper,6 - 5,165,(Jr),4.0,5.0,Florida,6,28,302,1,10.79,"50.33
"
WR,Zachary,Perkins,5 - 9,188,Fr,2.5,3.0,Texas Tech,5,13,206,2,15.85,"41.20
"
WR,Roger,Tanner,6 - 1,165,So,2.5,3.0,Michigan State,6,11,169,1,15.36,"28.17
"
WR,Tony,Holley,5 - 10,187,(Jr),1.0,1.5,Wyoming,2,4,41,0,10.25,"20.50
"
WR,Howard,Monds,6 - 1,168,Sr,3.0,3.0,Washington State,4,30,434,2,14.47,"108.50
"
WR,Zach,Croaker,6 - 1,206,(So),3.0,4.0,Army,13,67,1052,4,15.70,"80.92
"
WR,Michael,Jeffries,6 - 0,165,Sr,3.0,3.0,Kansas State,11,30,453,2,15.10,"41.18
"
WR,Charles,Parker,75,220,(Fr),2.0,3.5,Stanford,1,2,38,1,19.00,"38.00
"
TE,Matt,Jones,6 - 4,219,Jr,2.0,4.0,Louisville,1,1,8,1,8.00,"8.00
"
RB,Mike,Smith,5 - 9,202,(So),2.5,2.5,Colorado State,3,19,184,5,9.68,"61.33
"
WR,Jayshawn,White,6 - 2,224,Jr,2.5,2.5,Ole Miss,8,22,286,1,13.00,"35.75
"
TE,Hassan,Stubbs,6 - 2,231,(Jr),1.5,2.0,Bowling Green,3,5,48,0,9.60,"16.00
"
WR,Timothy,Ruiz,6 - 2,203,Jr,2.0,3.0,Central Michigan,6,14,178,2,12.71,"29.67
"
WR,Everett,Steele,6 - 2,188,Sr,2.5,2.5,Indiana,6,11,154,0,14.00,"25.67
"
RB,Nick,Sandoval,5 - 10,170,(Sr),4.0,4.0,West Virginia,2,4,68,0,17.00,"34.00
"
TE,Mitch,Lottner,6 - 0,242,(So),3.5,4.5,Maryland,2,6,65,0,10.83,"32.50
"
TE,James,French,6 - 0,239,So,2.0,4.0,Oregon State,2,2,15,0,7.50,"7.50
"
FB,Ricky,Lewis,5 - 11,208,(Fr),2.0,4.0,Temple,3,3,77,1,25.67,"25.67
"
WR,Marion,Sims,6 - 4,179,Sr,4.0,4.0,NC State,11,44,815,4,18.52,"74.09
"
WR,Abdoul,Waters,6 - 4,232,Fr,1.5,3.5,Ohio State,1,3,38,0,12.67,"38.00
"
WR,Ray,Harrison,6 - 1,197,(So),4.0,4.5,Purdue,10,39,721,6,18.49,"72.10
"
TE,Stanley,Sherk,6 - 7,232,(Jr),5.0,5.0,Virginia Tech,6,13,164,1,12.62,"27.33
"
WR,Jamel,Beckham,6 - 0,213,So,3.5,5.0,TCU,13,49,840,10,17.14,"64.62
"
WR,Jamal,Cobb,5 - 10,185,Fr,3.0,3.0,Iowa,7,22,333,5,15.14,"47.57
"
TE,Thomas,Willis,6 - 2,220,Sr,3.5,3.5,Rutgers,8,33,453,8,13.73,"56.62
"
RB,Dave,Pagac,6 - 0,170,(Jr),4.0,4.0,Texas Tech,1,3,38,1,12.67,"38.00
"
WR,Saki,Ekiyor,6 - 2,193,(So),3.5,3.5,Georgia State,11,25,360,2,14.40,"32.73
"
TE,Frank,Edwards,6 - 7,248,(Jr),4.0,4.0,Missouri,7,21,305,6,14.52,"43.57
"
RB,Christopher,Spann,5 - 8,173,(Sr),2.5,2.5,Kansas State,1,3,38,0,12.67,"38.00
"
TE,Jack,Lucas,6 - 2,243,(Fr),2.0,3.5,Michigan,2,2,60,0,30.00,"30.00
"
WR,Jared,Putnam,6 - 6,196,Sr,2.5,2.5,Eastern Michigan,9,65,835,5,12.85,"92.78
"
WR,Xavier,Jack,6 - 1,205,Fr,1.0,2.5,Pittsburgh,2,5,49,2,9.80,"24.50
"
WR,James,Hampton,6 - 2,171,So,2.5,3.0,Houston,6,18,279,3,15.50,"46.50
"
WR,Lonie,Rivera,6 - 1,170,Sr,3.0,3.0,California,11,43,575,5,13.37,"52.27
"
WR,Jonathon,Rich,5 - 10,194,Fr,1.0,1.5,Eastern Michigan,1,7,74,1,10.57,"74.00
"
WR,Patrick,Richardson,6 - 5,207,So,1.5,2.0,Illinois,1,3,27,0,9.00,"27.00
"
RB,Craig,Grimsley,6 - 1,216,Sr,4.0,4.0,Louisville,3,14,153,3,10.93,"51.00
"
WR,Troy,Faneca,6 - 3,209,(Sr),4.0,4.0,UCF,13,35,623,3,17.80,"47.92
"
WR,Tim,Walker,6 - 3,157,Sr,3.5,3.5,Texas Tech,2,9,100,1,11.11,"50.00
"
FB,Willie,Matthews,5 - 9,237,So,2.0,3.0,Colorado State,1,3,32,1,10.67,"32.00
"
WR,Joseph,Whitmore,6 - 5,234,Fr,1.0,3.5,UCF,3,4,63,1,15.75,"21.00
"
WR,Edgar,Tanner,6 - 1,185,Sr,1.0,1.0,North Texas,2,3,36,2,12.00,"18.00
"
RB,Jeff,Collett,5 - 11,193,Sr,4.5,5.0,NC State,1,3,36,1,12.00,"36.00
"
WR,David,Joe,6 - 1,183,Sr,4.0,4.0,Clemson,10,34,443,4,13.03,"44.30
"
WR,Andrew,Williamson,6 - 3,204,(Jr),3.0,4.0,Penn State,8,29,431,5,14.86,"53.88
"
WR,Douglas,Chadwick,5 - 10,182,Sr,4.5,4.5,Indiana,10,23,370,2,16.09,"37.00
"
WR,Christopher,Negrete,6 - 2,202,Jr,1.5,2.5,Miami OH,10,78,950,4,12.18,"95.00
"
TE,Leo,Sumter,6 - 3,230,(Jr),3.0,3.0,South Carolina,7,30,361,8,12.03,"51.57
"
WR,Andre,Craven,6 - 2,167,(So),3.0,3.0,Arizona State,3,5,48,0,9.60,"16.00
"
TE,Denario,Jackson,6 - 1,219,Jr,4.0,4.0,Pittsburgh,6,42,533,8,12.69,"88.83
"
WR,Joseph,Betancourt - Zepeda,6 - 3,220,Fr,2.0,2.5,Wake Forest,6,12,182,2,15.17,"30.33
"
TE,Charles,Self,6 - 4,250,(Fr),2.0,4.0,Tennessee,1,2,27,0,13.50,"27.00
"
WR,Rodrigo,Hulsey,6 - 2,226,(Fr),2.0,3.5,Colorado State,5,23,329,5,14.30,"65.80
"
WR,Michael,DeRamus,6 - 5,165,(Jr),3.0,3.0,Florida State,6,13,176,1,13.54,"29.33
"
WR,Sam,Hiller - Weeden,6 - 3,205,Fr,3.0,5.0,Fresno State,13,90,1185,13,13.17,"91.15
"
WR,Joshua,Hill,5 - 11,183,(Sr),2.0,2.0,Navy,3,5,79,1,15.80,"26.33
"
WR,Richard,Contreras,5 - 10,169,So,2.0,3.0,Iowa State,1,1,19,0,19.00,"19.00
"
DE,Thomas,Goss,6 - 3,257,(Fr),2.5,4.5,Oklahoma,1,2,25,0,12.50,"25.00
"
RB,Michael,Shoemaker,6 - 0,187,Sr,5.0,5.0,Northwestern,3,5,84,2,16.80,"28.00
"
WR,Randy,Tarver,6 - 1,191,(Sr),4.0,4.0,Stanford,6,21,258,0,12.29,"43.00
"
WR,Joseph,Sanders,5 - 11,194,Sr,2.0,2.0,Utah State,4,10,122,1,12.20,"30.50
"
TE,Kendall,Brandon,6 - 6,240,(Sr),4.0,4.0,Georgia Tech,12,58,712,5,12.28,"59.33
"
WR,Kerry,Cooley,5 - 11,210,(Sr),2.5,2.5,Oregon State,8,24,319,2,13.29,"39.88
"
WR,Alexei,Maslowski,5 - 11,188,(So),3.5,3.5,Michigan State,12,30,400,1,13.33,"33.33
"
TE,Sylvester,Eaton,6 - 4,250,(Fr),1.5,3.5,Texas Tech,1,2,28,0,14.00,"28.00
"
WR,Donald,Rivera,6 - 5,191,(Jr),1.5,1.5,New Mexico,3,5,64,1,12.80,"21.33
"
TE,Craig,White,6 - 0,221,(Sr),2.0,2.0,Northwestern,1,1,35,0,35.00,"35.00
"
WR,Alan,Donaldson,5 - 9,192,(Jr),1.0,1.5,Buffalo,4,6,79,0,13.17,"19.75
"
FB,Donald,Johns,5 - 11,239,Jr,3.5,4.5,Houston,1,2,11,1,5.50,"11.00
"
TE,Dana,McGee,6 - 2,219,Sr,2.5,2.5,Rice,8,17,276,2,16.24,"34.50
"
WR,Gene,Shaw,6 - 0,191,Jr,2.5,2.5,Virginia Tech,2,5,53,2,10.60,"26.50
"
RB,Fred,Murray,5 - 9,192,(Jr),3.5,3.5,BYU,2,12,157,1,13.08,"78.50
"
WR,Glenn,Leon,6 - 3,192,Sr,1.0,1.0,Temple,1,1,12,0,12.00,"12.00
"
WR,Dennis,Carr,5 - 11,193,Sr,4.0,4.0,Iowa,6,27,403,3,14.93,"67.17
"
WR,Earl,Rodgers,6 - 0,171,(Fr),1.5,3.0,Notre Dame,1,2,32,1,16.00,"32.00
"
WR,Richard,Hartley,6 - 0,182,(Sr),3.5,3.5,Wisconsin,5,17,207,3,12.18,"41.40
"
WR,Ron,Crouse,5 - 9,177,Sr,4.0,4.0,UCLA,10,57,716,3,12.56,"71.60
"
WR,Cameron,Montgomery,6 - 1,204,Fr,1.0,2.5,Cincinnati,2,5,60,2,12.00,"30.00
"
WR,Thomas,Barajas,5 - 11,182,(Jr),2.5,2.5,Central Michigan,10,32,441,3,13.78,"44.10
"
WR,Keith,Setzer,6 - 2,213,Jr,3.5,4.5,Boise State,12,27,381,2,14.11,"31.75
"
TE,Rashad,Wood,6 - 6,231,Jr,2.0,2.0,NC State,4,7,87,2,12.43,"21.75
"
TE,King,Pietrosante,6 - 2,223,(Sr),4.0,4.0,Washington State,7,45,423,5,9.40,"60.43
"
WR,John,Franklin,6 - 3,194,So,1.0,1.5,Marshall,5,8,137,1,17.12,"27.40
"
WR,Jerome,Smith,5 - 11,220,Jr,4.0,4.0,Air Force,14,32,539,0,16.84,"38.50
"
RB,Pete,Choboian,6 - 0,166,(Jr),4.5,4.5,Penn State,3,6,113,3,18.83,"37.67
"
RB,Emmett,Spears,5 - 10,195,Jr,3.0,5.0,Kent State,1,2,29,0,14.50,"29.00
"
WR,Steven,Barnett,6 - 5,173,Sr,3.0,3.0,Northern Illinois,13,45,689,4,15.31,"53.00
"
WR,Samuel,Jolley,6 - 2,218,Jr,4.0,5.0,Houston,13,61,985,5,16.15,"75.77
"
WR,Jerry,Reed,6 - 2,164,Sr,2.5,2.5,Stanford,1,3,29,0,9.67,"29.00
"
WR,Javier,Grant,6 - 0,210,(Fr),2.0,3.0,Duke,8,44,496,2,11.27,"62.00
"
WR,Donald,Gay,6 - 3,172,So,2.0,3.0,Ole Miss,6,13,208,3,16.00,"34.67
"
WR,William,Delarosa,6 - 2,152,So,2.0,3.0,South Carolina,4,21,209,1,9.95,"52.25
"
TE,Walt,Trainor,6 - 0,221,(So),3.5,3.5,UCF,4,10,116,0,11.60,"29.00
"
RB,Mauricio,McRae,5 - 11,226,Sr,3.0,3.0,Toledo,1,1,47,1,47.00,"47.00
"
WR,Eugene,Sanders,6 - 3,214,(Fr),2.5,4.5,Texas Tech,9,35,420,2,12.00,"46.67
"
WR,Paul,Robertson,6 - 5,204,Jr,2.5,3.0,Tulane,12,69,808,5,11.71,"67.33
"
TE,Bill,Lofton,6 - 5,220,Sr,3.5,3.5,Wake Forest,1,1,19,0,19.00,"19.00
"
WR,Clarence,Tran,6 - 2,227,So,2.0,3.5,Kentucky,5,22,286,3,13.00,"57.20
"
TE,Ibrahim,Jordan,6 - 2,191,Fr,3.0,3.5,Texas A&M,1,2,23,1,11.50,"23.00
"
WR,Harry,Pham,6 - 1,188,(Jr),2.0,2.5,Akron,8,15,225,0,15.00,"28.12
"
WR,Jesse,Neal,6 - 4,208,(So),1.0,1.5,Western Michigan,1,2,14,0,7.00,"14.00
"
TE,Keith,Nesbitt,6 - 1,237,(Jr),1.5,2.5,Northern Illinois,2,6,41,1,6.83,"20.50
"
WR,Mark,McAdoo,6 - 1,176,(Sr),3.0,3.0,Virginia,11,89,1096,5,12.31,"99.64
"
WR,Carl,Irvin,6 - 6,190,Sr,3.5,3.5,Mississippi State,13,54,850,3,15.74,"65.38
"
WR,John,Sheldon,6 - 2,186,(Sr),3.5,3.5,Nevada,8,17,195,0,11.47,"24.38
"
TE,Shaun,Brown,6 - 1,220,(So),3.0,3.0,Boston College,1,1,24,0,24.00,"24.00
"
WR,Alfredo,Martin,5 - 11,174,Jr,2.5,3.5,Nevada,3,4,65,0,16.25,"21.67
"
WR,Markus,Hill,5 - 10,194,(So),3.0,3.0,Notre Dame,3,4,73,2,18.25,"24.33
"
WR,Anthony,McCardell,6 - 1,186,(Sr),4.5,4.5,Clemson,13,70,1024,11,14.63,"78.77
"
WR,Douglas,Albert,6 - 3,177,(Fr),1.0,1.5,Utah State,2,3,39,1,13.00,"19.50
"
FB,Michael,Hooper,5 - 11,217,So,1.5,2.5,Akron,2,3,23,0,7.67,"11.50
"
WR,Malcolm,Larsen,5 - 11,181,Sr,3.5,3.5,Tennessee,13,34,576,2,16.94,"44.31
"
WR,Wandy,Hoard,6 - 3,189,Sr,2.5,2.5,Michigan State,3,5,55,1,11.00,"18.33
"
WR,Tommy,Simonton,6 - 0,200,(So),4.0,4.0,Arizona,2,5,61,2,12.20,"30.50
"
WR,Reggie,Sayers,5 - 11,205,(Jr),4.0,4.0,Washington,16,57,1065,6,18.68,"66.56
"
WR,Cotton,Lewis,6 - 1,182,(Sr),5.0,5.0,Auburn,13,43,680,4,15.81,"52.31
"
WR,Joseph,Solis,6 - 3,181,(Sr),2.5,2.5,Air Force,4,7,79,2,11.29,"19.75
"
WR,T.J.,Hunter,6 - 3,177,Sr,2.5,2.5,Virginia,7,39,475,3,12.18,"67.86
"
WR,Will,Burdick,6 - 4,201,Jr,2.0,2.5,Texas A&M,6,25,325,1,13.00,"54.17
"
WR,Tim,Hunter,6 - 3,199,Sr,2.5,2.5,Iowa,1,2,48,0,24.00,"48.00
"
TE,Kevin,Reeves,6 - 2,235,Sr,2.0,2.0,San Jose State,7,34,396,6,11.65,"56.57
"
WR,Bill,Hardy,5 - 11,190,(Sr),5.0,5.0,California,12,60,718,1,11.97,"59.83
"
WR,Michael,Maples,6 - 1,189,Sr,1.5,1.5,Buffalo,6,10,153,0,15.30,"25.50
"
WR,Calvin,Hayes,6 - 5,204,(Jr),2.0,4.5,Northern Illinois,9,24,364,2,15.17,"40.44
"
TE,Victor,Stover,6 - 2,250,So,2.5,3.5,Indiana,9,14,185,0,13.21,"20.56
"
WR,Tommy,Boiman,6 - 6,154,Sr,4.0,4.0,Oklahoma State,12,60,793,3,13.22,"66.08
"
WR,Gene,Schweickert,6 - 1,185,Sr,2.5,2.5,Rice,6,13,185,0,14.23,"30.83
"
RB,Marcus,Boston,5 - 11,224,Fr,1.0,3.0,Army,1,1,19,1,19.00,"19.00
"
TE,Marvin,Kennedy,6 - 2,229,Sr,2.0,2.0,Northern Illinois,6,19,243,7,12.79,"40.50
"
WR,Jeremy,Cook,72,217,(Fr),2.0,5.0,Washington State,6,41,446,3,10.88,"74.33
"
WR,J.R.,Brumm,6 - 2,182,Sr,3.5,3.5,Arizona State,3,8,90,0,11.25,"30.00
"
WR,Gregory,Parrott,6 - 5,205,(Jr),2.5,3.0,Wyoming,12,35,432,1,12.34,"36.00
"
