 Position , Forename , Surname , Height , Weight , Standing , Skill , Potential , Team , Games , Tackles , INTs , Sacks , FF , FR , Blocks , TDs ," Safeties
"
DT,Josh,Wilson,6 - 7,278,Sr,5.0,5.0,Texas Tech,5,19,0,6.0,2,1,0,1,"0
"
DT,Ed,Miller,6 - 5,304,Jr,3.5,4.0,NC State,2,7,0,1.0,0,0,0,0,"0
"
DE,Jean,Woodson,6 - 1,258,(Jr),3.5,3.5,Stanford,3,5,0,3.0,0,0,0,0,"0
"
OLB,Dean,Elder,6 - 1,222,Sr,2.5,2.5,Duke,6,33,0,0.0,0,0,0,0,"0
"
DE,Tony,Luke,6 - 4,255,Sr,3.5,3.5,Wisconsin,6,12,0,6.0,0,1,0,1,"0
"
CB,Cody,Hanna,5 - 11,196,(Fr),2.0,4.0,Clemson,3,9,4,0.0,0,0,0,2,"0
"
DE,Monty,Moreno,6 - 4,261,(So),3.5,4.5,LSU,1,1,0,1.0,0,0,0,0,"0
"
DE,Kenneth,Miller,6 - 6,257,(Fr),2.0,4.0,Purdue,1,3,0,1.0,0,0,0,0,"0
"
CB,Brent,Johnson,5 - 11,181,So,2.5,4.5,Utah,1,4,0,0.0,0,0,0,0,"0
"
SS,Pedro,Boone,5 - 10,179,(Jr),2.5,2.5,Colorado State,1,1,1,0.0,0,0,0,0,"0
"
DE,Joe,Murrell,6 - 7,262,Jr,2.5,3.5,Louisville,2,9,0,0.0,0,0,0,0,"0
"
ILB,Ray,Taylor,6 - 0,225,(Fr),3.0,5.0,Syracuse,1,9,0,0.0,0,0,0,0,"0
"
ILB,Adam,James,6 - 1,226,(Jr),3.0,3.0,Navy,1,7,0,0.0,0,0,0,0,"0
"
OLB,Alton,Smith,6 - 2,211,(Jr),3.5,3.5,Army,7,43,0,0.0,0,0,0,0,"0
"
DE,Thomas,Conley,6 - 4,263,(Fr),2.5,4.5,Missouri,1,2,0,1.0,0,0,0,0,"0
"
DE,Steve,Roberts,6 - 8,261,Jr,4.0,4.0,Texas Tech,5,15,0,9.0,0,0,0,0,"0
"
FS,William,Correa,5 - 9,163,So,3.0,3.0,SMU,1,3,1,0.0,0,0,0,0,"0
"
DT,Tyrone,Crawley,6 - 4,296,(Fr),2.5,4.0,Kentucky,2,12,0,0.0,0,0,0,0,"0
"
OLB,Jeffrey,Anderson,5 - 10,211,(Sr),3.5,3.5,Illinois,5,30,0,0.0,0,0,0,0,"0
"
DT,Tiki,Pierce,6 - 1,260,Sr,3.0,3.0,Oregon,2,5,0,3.0,0,0,0,0,"0
"
CB,Kevin,Dilfer,5 - 9,179,(Jr),2.5,2.5,Vanderbilt,2,7,2,0.0,0,0,0,0,"0
"
ILB,Steve,Tilley,6 - 0,226,Jr,3.5,3.5,Hawaii,10,67,0,0.0,0,0,0,0,"0
"
SS,Joe,Johnson,6 - 0,206,(Jr),5.0,5.0,Oklahoma,2,8,1,0.0,1,1,0,0,"0
"
DE,Zane,Dorsey,6 - 2,252,Sr,2.5,2.5,Illinois,5,12,0,6.0,0,0,0,0,"0
"
OLB,Maurice,Allison,6 - 1,221,(Fr),1.0,3.0,Nevada,2,9,0,0.0,0,0,0,0,"0
"
DE,Adam,Williams,6 - 8,266,(So),3.0,4.5,Purdue,5,21,0,6.0,0,0,0,0,"0
"
OLB,Terry,Bush,6 - 2,239,Jr,3.5,4.0,Pittsburgh,5,29,0,0.0,0,0,0,0,"0
"
FS,Jon,Thomas,6 - 0,197,(So),4.0,4.5,Texas,1,5,0,0.0,0,0,0,0,"0
"
DE,Filip,Betts,6 - 2,257,Sr,3.0,3.0,Washington State,1,0,0,1.0,0,0,0,0,"0
"
DE,Michael,Morris,6 - 6,285,Sr,4.5,4.5,California,5,8,0,7.0,0,0,0,0,"0
"
OLB,Leigh,Davey,6 - 1,232,(Jr),5.0,5.0,Minnesota,4,28,0,1.0,0,0,0,0,"0
"
FS,Michael,Bowman,5 - 10,181,Sr,3.0,3.0,Illinois,2,6,2,0.0,0,0,0,0,"0
"
CB,Nicholas,Stacy,5 - 11,168,So,1.0,2.5,New Mexico,1,0,1,0.0,0,0,0,0,"0
"
OLB,Robert,Cruz,6 - 3,229,So,2.0,3.5,Louisville,4,23,0,0.0,0,0,0,0,"0
"
OLB,Joe,Palmer,6 - 1,242,(Sr),5.0,5.0,Ole Miss,1,5,0,0.0,0,0,0,0,"0
"
OLB,Trent,Haynes,6 - 1,228,Jr,5.0,5.0,Tennessee,11,97,1,4.0,0,1,0,0,"1
"
OLB,Chris,Reed,6 - 1,230,Jr,4.5,4.5,Oklahoma State,5,35,0,0.0,0,0,0,0,"0
"
ILB,Jim,Bailey,6 - 0,217,(So),3.0,4.0,North Carolina,5,29,0,0.0,0,0,0,0,"0
"
OLB,Daniel,Leon,6 - 3,200,(Fr),2.5,3.5,Oregon State,1,4,0,0.0,0,0,0,0,"0
"
ILB,Paul,Ingram,6 - 1,245,Jr,4.0,4.0,Cincinnati,7,55,0,0.0,0,0,0,0,"0
"
SS,Anthony,Ludwig,6 - 2,202,(So),3.0,4.0,Connecticut,2,8,0,0.0,0,0,0,0,"0
"
SS,Mike,McKinnie,5 - 11,182,(Jr),3.5,4.0,Texas A&M,1,6,0,0.0,0,0,0,0,"0
"
FS,Charles,Lopez,5 - 11,213,(Sr),4.0,4.0,Iowa State,1,0,1,0.0,0,0,0,0,"0
"
SS,David,Pennington,6 - 1,192,Fr,3.5,5.0,Vanderbilt,3,6,3,0.0,0,0,0,2,"0
"
CB,Oliver,Yarbrough,6 - 1,171,Sr,4.5,4.5,Kansas State,5,22,2,0.0,0,0,0,1,"0
"
OLB,Shaun,McDonald,6 - 2,221,Sr,3.0,3.0,NC State,1,5,0,0.0,0,0,0,0,"0
"
CB,Chuck,Look,5 - 9,156,Sr,2.5,3.0,Louisville,1,2,1,0.0,0,0,0,0,"0
"
OLB,Richard,Jones,5 - 11,236,(Fr),3.0,5.0,Washington State,7,46,1,0.0,0,0,0,0,"0
"
SS,Patrick,Carr,5 - 10,201,So,3.0,4.0,Navy,2,10,0,0.0,0,0,0,0,"0
"
SS,Adam,Newman,6 - 0,175,Jr,5.0,5.0,Iowa State,1,1,1,0.0,0,0,0,0,"0
"
DE,Ed,Lee,6 - 5,274,(Jr),3.5,3.5,Virginia,3,5,0,4.0,0,0,0,0,"0
"
DT,Bruce,Hawkes,6 - 8,248,(So),3.5,3.5,Washington,7,17,0,5.0,0,0,0,0,"1
"
OLB,Leland,Anderson,6 - 1,236,(Fr),3.0,4.5,Miami,7,41,0,0.0,0,0,0,0,"0
"
CB,Fred,Saul,5 - 9,161,(So),3.5,3.5,Tennessee,2,5,2,0.0,0,0,0,1,"0
"
DT,Bud,Howard,6 - 2,301,(So),4.0,5.0,LSU,3,8,0,4.0,0,0,0,0,"0
"
OLB,Andre,Gasaway,6 - 0,220,Sr,5.0,5.0,West Virginia,1,5,0,0.0,0,0,0,0,"0
"
DE,Lee,Garcia,6 - 2,286,Sr,3.0,3.0,New Mexico,3,10,0,1.0,0,0,0,0,"0
"
SS,Paul,Smith,6 - 1,197,Fr,2.0,2.5,TCU,1,1,1,0.0,0,0,0,0,"0
"
CB,Gregory,Richardson,6 - 2,184,Sr,3.5,3.5,Kentucky,2,6,1,0.0,0,0,0,1,"0
"
DE,Freeman,Schubert,6 - 6,260,(So),3.5,4.5,Arizona State,6,23,0,4.0,0,0,0,0,"0
"
CB,Dwayne,Morris,5 - 10,172,Sr,3.5,3.5,Iowa,4,8,4,0.0,0,0,0,2,"0
"
DE,Jefferson,Caldwell,6 - 3,292,Sr,4.0,4.0,Baylor,4,11,0,5.0,0,0,0,0,"0
"
FS,Jake,Pugh,5 - 11,193,Jr,4.0,4.0,Florida State,3,8,3,0.0,0,0,0,0,"0
"
CB,Ricky,Martinez,6 - 0,154,Jr,2.5,2.5,Northwestern,1,1,1,0.0,0,0,0,0,"0
"
CB,Jack,Beattie,6 - 2,173,(Sr),4.0,4.0,Maryland,5,20,1,0.0,0,0,0,1,"0
"
CB,Ken,Whiting,6 - 2,181,(So),3.0,4.5,Penn State,1,5,1,0.0,0,0,0,0,"0
"
OLB,Carlton,Houser,6 - 2,236,Jr,2.5,4.0,Fresno State,7,41,0,0.0,0,0,0,0,"0
"
FS,Reshad,Jenkins,5 - 11,198,So,2.5,4.5,Houston,3,16,0,0.0,0,0,0,0,"0
"
CB,Dana,Nance,6 - 1,178,Fr,1.0,4.0,Michigan State,1,5,0,0.0,0,0,0,0,"0
"
CB,Jamie,Mixon,6 - 1,187,(Sr),4.5,4.5,Rutgers,2,11,0,0.0,0,0,0,0,"0
"
DE,Brett,Gaines,6 - 7,250,Jr,3.0,3.0,Oklahoma State,1,4,0,1.0,0,0,0,0,"0
"
DT,Hugh,Stephens,6 - 7,294,Fr,1.0,3.5,Pittsburgh,4,19,0,0.0,0,0,0,0,"0
"
FS,Daniel,Scott,6 - 1,172,(Jr),4.5,4.5,Maryland,1,0,1,0.0,0,0,0,0,"0
"
OLB,Craig,Davis,6 - 1,221,Sr,4.5,4.5,Syracuse,2,11,0,1.0,1,0,0,0,"0
"
DE,Gary,Bonner,6 - 6,280,(Sr),3.0,3.0,SMU,5,15,0,5.0,0,0,0,0,"0
"
CB,Mario,Montoya,6 - 2,207,So,3.0,3.0,Georgia State,7,25,3,0.0,0,0,0,1,"0
"
CB,Aaron,Samuelsson,6 - 2,202,So,4.0,4.5,Michigan State,6,23,6,0.0,0,0,0,1,"0
"
SS,Brandon,Sauter,6 - 2,200,Jr,4.5,5.0,Michigan State,4,10,4,0.0,0,0,0,1,"0
"
CB,Wesley,Perez,5 - 9,157,(Sr),3.5,3.5,Illinois,4,11,4,0.0,0,0,0,1,"0
"
CB,Isaac,Ricard,6 - 0,169,(So),3.5,3.5,Hawaii,4,11,2,0.0,0,0,0,1,"0
"
ILB,Len,Curley,6 - 1,220,(Fr),1.0,2.0,Nevada,2,8,0,0.0,0,0,0,0,"0
"
FS,Cliff,Jenkins,5 - 9,185,Sr,3.5,3.5,Arizona State,1,0,1,0.0,0,0,0,1,"0
"
CB,Tim,Kassell,5 - 11,191,Sr,4.5,4.5,UCLA,7,30,2,0.0,1,1,0,1,"0
"
DE,Jay,Peterson,6 - 8,254,(Fr),2.0,3.5,San Diego State,1,4,0,1.0,0,0,0,0,"0
"
DE,Charlie,Bacon,6 - 4,269,(So),4.0,4.0,Ole Miss,1,3,0,1.0,0,0,0,0,"0
"
CB,Dashon,Hodge - Stevens,5 - 11,212,So,3.0,4.5,Virginia Tech,1,0,1,0.0,0,0,0,0,"0
"
OLB,Jeff,Cox,5 - 11,220,So,3.0,4.5,California,9,61,0,2.0,0,0,0,0,"0
"
ILB,Willy,Mitchell,6 - 2,225,Sr,4.0,4.0,Boston College,7,48,0,0.0,0,1,0,1,"1
"
ILB,Tom,Lavergne,6 - 0,226,(So),5.0,5.0,Florida,7,53,0,0.0,0,0,0,0,"0
"
DT,Jeremy,Holliday,6 - 7,282,(Sr),3.5,4.0,Wisconsin,5,14,0,7.0,1,1,0,0,"0
"
FS,Marcus,Urlacher,5 - 10,160,(So),4.0,4.0,Boston College,2,13,0,0.0,0,0,0,0,"0
"
DE,Alvin,Welch,6 - 4,271,(So),4.0,4.0,Northwestern,5,18,0,4.0,0,0,0,0,"0
"
CB,Curtis,Howard,5 - 10,175,So,3.0,3.5,TCU,1,4,0,0.0,0,0,0,0,"0
"
ILB,Franklin,McKenna,6 - 0,229,Fr,1.0,4.0,Missouri,2,13,0,0.0,0,0,0,0,"0
"
DE,Jim,Stroud,6 - 1,251,(So),3.0,3.0,Syracuse,1,2,0,2.0,0,0,0,0,"0
"
CB,Joe,Holcomb,6 - 0,169,Jr,3.0,3.0,Wake Forest,4,19,1,0.0,0,0,0,0,"0
"
DE,John,Bond,6 - 7,271,Jr,3.5,3.5,Oregon State,3,8,0,5.0,0,0,0,0,"0
"
CB,D.J.,Wright,5 - 11,221,So,3.0,3.0,Indiana,4,17,1,0.0,0,0,0,0,"0
"
FS,Haven,Wiley,5 - 10,181,(So),4.0,4.0,LSU,2,4,2,0.0,0,0,0,0,"0
"
ILB,Steven,Irwin,5 - 11,214,(So),4.0,4.0,Iowa State,9,51,0,0.0,0,0,0,0,"0
"
DE,Lee,Johnson,6 - 7,261,(Jr),3.5,3.5,Kansas State,2,10,0,1.0,0,0,0,0,"0
"
SS,Henry,Gabriel,6 - 2,189,Jr,3.5,3.5,Northwestern,2,0,2,0.0,0,0,0,0,"0
"
ILB,Buddy,Attieh,6 - 1,231,Sr,3.0,3.0,Georgia Tech,7,40,1,0.0,0,0,0,0,"0
"
SS,George,Neal,5 - 9,171,Sr,4.0,4.0,Kansas,3,12,1,0.0,0,0,0,0,"0
"
FS,James,Ponder,5 - 10,183,Sr,4.0,4.0,Florida,1,5,0,0.0,0,0,0,0,"0
"
CB,Booker,Carver,6 - 2,167,(Fr),2.5,3.5,Washington,1,3,0,0.0,0,0,1,0,"0
"
ILB,Jeremy,Mendez,6 - 2,226,(Sr),1.5,1.5,Indiana,1,7,0,0.0,0,0,0,0,"0
"
CB,Makao,Giaquinto,5 - 11,178,Jr,2.0,2.0,UCF,4,18,2,0.0,0,0,0,0,"0
"
SS,Myron,Loud,5 - 11,201,(So),3.5,4.5,Iowa,2,10,1,0.0,0,0,0,0,"0
"
SS,Walter,Dorow,5 - 11,200,Jr,4.5,5.0,Georgia,1,5,1,0.0,1,0,0,0,"0
"
ILB,Omar,Moore,6 - 0,228,(Sr),4.0,4.0,Arkansas,9,71,0,2.0,0,0,0,0,"0
"
CB,Ivory,Hull,6 - 2,173,(So),4.5,5.0,Texas,7,21,6,0.0,0,0,0,1,"0
"
OLB,Andre,Lott,5 - 11,197,(Fr),2.0,2.5,Colorado State,6,35,1,1.0,0,0,0,1,"0
"
ILB,Harvey,Ingram,6 - 1,252,(Sr),3.0,3.0,San Diego State,1,6,0,0.0,0,0,0,0,"0
"
SS,Calvin,Celestin,6 - 1,202,Jr,4.5,5.0,USC,2,5,2,0.0,0,0,0,0,"0
"
SS,Daniel,Hicks,5 - 10,174,(Fr),3.0,4.0,UCF,3,12,1,0.0,0,0,0,0,"0
"
FS,Dustin,Williams,5 - 11,169,So,3.0,4.0,Georgia Tech,1,3,1,0.0,0,0,0,0,"0
"
ILB,J.T.,Holcomb,5 - 11,230,(Sr),4.5,4.5,Michigan,3,17,0,0.0,0,1,0,1,"0
"
CB,Alan,Dunn,5 - 9,179,Jr,3.5,3.5,Iowa State,9,35,4,0.0,0,0,0,2,"0
"
FS,Randall,Scott,6 - 1,200,Fr,2.0,3.0,Virginia,4,16,1,0.0,0,0,0,0,"0
"
OLB,Patrick,Murphy,6 - 2,201,So,3.5,5.0,Minnesota,11,82,0,1.0,0,0,0,0,"1
"
DE,Clayton,Niklos,6 - 8,263,(Sr),3.5,3.5,Georgia Tech,1,1,0,2.0,0,0,0,0,"0
"
OLB,Kevin,Little,5 - 11,234,(Fr),3.5,4.0,Texas A&M,7,38,1,1.0,0,0,0,1,"0
"
CB,Antonio,Hotchkiss,5 - 9,187,Jr,4.5,4.5,Ohio State,2,4,2,0.0,0,0,0,1,"0
"
OLB,Tom,Johnson,6 - 1,218,So,3.0,4.0,Georgia State,10,63,0,0.0,0,0,0,0,"0
"
OLB,Dennis,Gordon,6 - 3,231,Fr,3.0,3.5,Rutgers,3,17,0,0.0,0,0,0,0,"0
"
DT,Craig,Boyd,6 - 8,277,(Jr),4.0,4.5,Ole Miss,5,16,0,3.0,1,0,0,0,"0
"
FS,Mike,Jimenez,6 - 0,199,Jr,3.5,4.5,NC State,2,8,1,0.0,0,0,0,1,"0
"
SS,Anthony,Foster,6 - 3,206,(Jr),4.5,4.5,Purdue,1,0,1,0.0,0,0,0,0,"0
"
CB,Tracey,Fisher,6 - 1,180,Jr,3.5,4.0,BYU,2,1,2,0.0,0,0,0,0,"0
"
SS,Alan,Walsh,5 - 11,195,Fr,3.0,3.5,Indiana,2,10,0,0.0,0,0,0,0,"0
"
CB,Francisco,Diaz,6 - 1,165,Jr,4.0,4.0,Colorado State,5,18,5,0.0,0,0,0,1,"0
"
CB,Hector,Hare,6 - 0,185,Fr,2.5,3.5,Syracuse,4,20,3,0.0,0,0,0,0,"0
"
ILB,Fred,Briggs,6 - 0,239,(So),3.5,3.5,San Diego State,2,11,0,0.0,0,0,0,0,"0
"
OLB,Frederick,Griggs,5 - 11,218,Jr,2.5,3.5,Connecticut,10,54,0,1.0,0,1,0,0,"0
"
SS,Darren,Manning,6 - 4,189,(Sr),5.0,5.0,Tennessee,2,5,2,0.0,0,0,0,0,"0
"
ILB,Alex,Martin,6 - 0,240,(So),4.5,5.0,Texas A&M,10,83,2,4.0,0,0,0,0,"0
"
OLB,Lamar,Tennell,6 - 1,240,(So),4.5,4.5,Washington,5,38,0,0.0,0,0,0,0,"0
"
OLB,Robert,Bingham,6 - 0,242,Fr,2.0,3.0,SMU,9,54,0,1.0,0,0,0,0,"0
"
ILB,Mike,Davenport,6 - 0,239,(Sr),3.0,3.0,Arizona State,8,54,0,0.0,0,0,0,0,"0
"
CB,William,Patterson,6 - 0,190,(Fr),2.5,4.0,Iowa,1,1,1,0.0,0,0,0,0,"0
"
ILB,Michael,Patten,6 - 2,237,So,2.0,5.0,California,9,69,0,1.0,0,0,0,0,"0
"
DT,Jeremy,Miller,6 - 1,304,(Sr),5.0,5.0,Texas Tech,8,38,0,14.0,0,1,0,1,"0
"
SS,Roberto,Needham,5 - 11,159,So,1.0,2.0,New Mexico,1,4,0,0.0,0,0,0,0,"0
"
OLB,Sam,Gonzalez,6 - 1,216,(Sr),4.0,5.0,UCF,5,33,0,0.0,1,1,0,1,"0
"
CB,Kemp,Jasper,6 - 2,182,(So),4.0,4.0,Arizona State,8,35,4,0.0,0,0,0,1,"0
"
SS,Chris,Brown,5 - 11,176,Jr,5.0,5.0,Alabama,4,7,4,0.0,0,0,0,1,"0
"
ILB,Bryan,Daniels,6 - 0,218,Jr,3.0,3.5,Navy,5,30,0,1.0,1,0,0,0,"0
"
DE,Grover,Walker,6 - 4,259,Sr,4.5,4.5,Kentucky,9,23,0,8.0,0,1,0,0,"0
"
ILB,Dick,McCready,6 - 2,218,(So),3.5,5.0,West Virginia,7,57,0,0.0,0,0,0,0,"1
"
CB,Daniel,Austin,5 - 10,191,Fr,3.0,3.5,Pittsburgh,1,5,0,0.0,0,0,0,0,"0
"
DT,Francisco,Caudill,6 - 4,279,(Sr),4.5,4.5,Arizona,2,7,0,3.0,0,0,0,0,"0
"
ILB,Michael,Williams,6 - 1,231,Sr,3.5,3.5,Pittsburgh,10,76,1,2.0,0,0,0,1,"0
"
FS,Joseph,Drake,6 - 2,194,Fr,1.5,3.5,Wisconsin,2,9,0,0.0,0,0,0,0,"0
"
DE,Brian,Bynum,6 - 6,275,Jr,3.5,4.5,Kansas State,5,9,0,6.0,0,0,0,0,"0
"
FS,Michael,Monahan,6 - 0,178,(So),3.0,4.0,Purdue,1,4,1,0.0,0,0,0,1,"0
"
OLB,Garrison,Jackson,6 - 1,226,Sr,4.0,4.0,Oklahoma State,1,8,0,0.0,0,0,0,0,"0
"
DT,Charley,Edwards,6 - 3,301,Sr,3.5,3.5,Connecticut,2,6,0,1.0,0,0,0,0,"0
"
DE,Alex,Fulcher,6 - 2,268,Sr,4.5,4.5,Clemson,4,15,0,5.0,0,0,0,0,"1
"
DT,Marcellus,Dodd,6 - 6,270,Jr,2.5,2.5,Rice,3,14,0,0.0,0,0,0,0,"0
"
CB,Laurent,Christensen,5 - 10,192,So,3.5,4.5,Army,10,35,7,0.0,0,0,0,1,"0
"
SS,Frederick,Fain,6 - 1,197,So,4.0,5.0,Auburn,3,12,2,0.0,0,0,0,1,"0
"
DE,Oliver,Williams,6 - 4,255,Sr,2.5,2.5,Wake Forest,2,8,0,1.0,0,0,0,0,"0
"
DT,Curtis,Dukes,6 - 5,299,(Fr),2.0,3.0,Tennessee,1,3,0,1.0,0,0,0,0,"0
"
SS,Charles,Head,5 - 10,173,(Jr),2.0,3.0,Nevada,3,10,1,0.0,0,0,0,0,"0
"
ILB,Najeh,Blue,6 - 1,225,Sr,3.5,3.5,Oregon,6,58,1,1.0,0,0,0,0,"0
"
DE,Lawrence,Marshall,6 - 5,251,(Fr),2.5,4.5,Oregon,2,7,0,2.0,0,0,0,0,"0
"
OLB,Andrew,Sherrard,6 - 0,225,Sr,3.5,3.5,Wake Forest,8,49,1,0.0,0,0,0,1,"0
"
DT,Keyon,Borum,6 - 4,294,(Sr),3.0,3.0,Oklahoma,1,6,0,0.0,0,0,0,0,"0
"
