 Position , Forename , Surname , Height , Weight , Standing , Skill , Potential , Team , Games , Completions , Attempts , Completion PCT , Yards , TDs , INTs , QB Rating , YPA ," YPG
"
QB,Robert,Wright,6 - 5,202,(Sr),4.0,4.0,Cincinnati,13,238,340,70.00,3397,22,4,174.84,9.99,"261.31
"
QB,A.J.,Bowden,6 - 1,205,(So),4.0,4.5,Kentucky,1,4,7,57.14,41,1,0,153.49,5.86,"41.00
"
QB,David,Wilson,6 - 3,200,(Jr),2.5,2.5,Toledo,9,90,144,62.50,1008,7,4,132.85,7.00,"112.00
"
QB,Andrew,Miller,6 - 1,200,(Jr),1.0,1.5,Tulane,2,23,76,30.26,124,0,8,23.25,1.63,"62.00
"
QB,Omari,Hambrick,6 - 1,181,Sr,2.5,2.5,Wisconsin,2,6,7,85.71,44,1,0,166.76,6.29,"22.00
"
QB,Sam,Light,5 - 11,194,(Sr),4.5,4.5,Texas,14,266,472,56.36,3232,18,7,122.46,6.85,"230.86
"
QB,Bryan,Brown,6 - 0,200,(Jr),3.0,3.0,North Carolina,2,3,8,37.50,44,1,0,166.60,5.50,"22.00
"
QB,Michael,Lyman,6 - 3,214,(Sr),3.5,3.5,Fresno State,3,11,17,64.71,114,2,0,174.31,6.71,"38.00
"
QB,Erasmus,McCready,6 - 2,225,(Sr),5.0,5.0,Alabama,15,343,502,68.33,4487,30,4,161.76,8.94,"299.13
"
QB,Edward,Mullins,6 - 3,200,(Fr),1.0,2.5,Tulane,2,63,128,49.22,693,7,6,87.76,5.41,"346.50
"
QB,Daniel,Diaz,6 - 1,234,Sr,2.5,2.5,Akron,10,98,188,52.13,1139,1,4,100.01,6.06,"113.90
"
QB,Horace,Johnson,5 - 11,199,(Sr),4.0,4.0,Texas A&M,1,2,4,50.00,28,0,0,108.80,7.00,"28.00
"
WR,William,Hughes,6 - 4,171,So,1.0,2.5,Temple,1,1,2,50.00,68,1,0,500.60,34.00,"68.00
"
QB,Jeffrey,Powers,6 - 0,199,Sr,4.0,4.0,Maryland,12,193,329,58.66,2152,12,7,122.62,6.54,"179.33
"
QB,Darius,Brock,6 - 0,199,(So),3.0,3.0,Arizona State,1,4,4,100.00,53,0,0,211.30,13.25,"53.00
"
QB,Joseph,Bernard,6 - 2,191,(Jr),3.5,4.5,Rutgers,12,185,304,60.86,2366,18,11,136.83,7.78,"197.17
"
QB,Eric,Jennings,5 - 10,227,(Fr),3.5,5.0,Kansas,4,38,59,64.41,501,6,3,164.95,8.49,"125.25
"
QB,Drew,Lewis,6 - 1,213,(Jr),4.0,4.0,Michigan State,12,138,231,59.74,1705,8,1,130.21,7.38,"142.08
"
QB,Vonte,Detroux,6 - 1,218,(So),3.0,3.5,UCF,3,6,14,42.86,51,0,0,62.50,3.64,"17.00
"
QB,Michael,Larson,6 - 1,226,Sr,2.0,2.0,Kent State,6,55,101,54.46,615,3,1,114.43,6.09,"102.50
"
QB,Sebastian,Keene,6 - 0,211,Fr,3.0,3.0,TCU,3,7,16,43.75,95,3,0,148.52,5.94,"31.67
"
QB,Doug,Reynolds,6 - 2,187,(Sr),3.5,3.5,Vanderbilt,12,155,248,62.50,1848,14,7,139.53,7.45,"154.00
"
QB,Alvaro,Jorgensen,6 - 1,189,Fr,1.5,2.5,Temple,12,75,188,39.89,898,6,17,72.37,4.78,"74.83
"
QB,Curt,Welbourn,6 - 2,203,(Jr),3.0,3.0,UCLA,3,9,16,56.25,130,1,0,164.35,8.12,"43.33
"
QB,Roy,Hunt,6 - 4,173,(Jr),3.5,4.0,Washington,2,4,11,36.36,47,1,0,111.18,4.27,"23.50
"
QB,James,Mitchell,6 - 0,214,(So),3.0,3.5,UCF,15,168,260,64.62,2172,15,6,149.93,8.35,"144.80
"
QB,Keith,Price,6 - 2,171,(Sr),4.0,4.0,Minnesota,2,14,33,42.42,156,0,3,69.21,4.73,"78.00
"
QB,Cleveland,Jones,6 - 3,192,(Sr),4.0,4.0,Tennessee,12,137,210,65.24,1687,7,3,142.32,8.03,"140.58
"
QB,Les,Henderson,6 - 4,193,(Jr),4.5,4.5,Georgia,13,151,256,58.98,1942,10,6,131.91,7.59,"149.38
"
QB,Tyrone,Cox,6 - 6,229,(So),3.0,3.0,Colorado State,2,17,23,73.91,194,3,0,192.67,8.43,"97.00
"
QB,Patrick,Bell,5 - 11,196,Sr,2.5,2.5,Marshall,1,2,3,66.67,8,0,0,89.07,2.67,"8.00
"
QB,Teddy,Rogers,6 - 0,192,Jr,3.0,3.0,Rice,12,155,255,60.78,1989,10,8,133.18,7.80,"165.75
"
QB,Fabian,Morin,6 - 6,207,(Jr),3.0,3.5,North Texas,12,313,538,58.18,3667,23,17,120.87,6.82,"305.58
"
QB,Jamie,Avery,6 - 1,219,(So),3.5,3.5,Georgia Tech,13,277,530,52.26,3016,15,14,104.55,5.69,"232.00
"
QB,Jeremy,Driver,6 - 4,199,Jr,2.0,2.0,Oklahoma,2,4,12,33.33,65,1,0,121.09,5.42,"32.50
"
QB,Hector,Hsu,6 - 1,210,(So),2.0,3.5,Toledo,6,87,146,59.59,1014,9,5,133.67,6.95,"169.00
"
QB,Joel,King,6 - 1,220,So,3.5,5.0,Houston,14,230,336,68.45,3247,25,4,173.02,9.66,"231.93
"
QB,Mark,Starnes,6 - 4,219,(Jr),4.0,4.0,BYU,12,262,482,54.36,3073,14,15,110.87,6.38,"256.08
"
QB,Dean,Barney,5 - 11,206,Sr,2.0,3.0,Wyoming,8,67,163,41.10,685,1,7,66.32,4.20,"85.62
"
QB,Rob,Zeko,6 - 3,183,Jr,3.5,4.5,Marshall,13,158,242,65.29,2482,20,6,176.97,10.26,"190.92
"
QB,Alfredo,Adams,6 - 3,184,So,2.0,3.0,Nevada,2,9,25,36.00,96,0,4,52.16,3.84,"48.00
"
QB,Clifford,Wilcox,6 - 1,208,(Fr),2.0,4.0,Iowa State,12,109,214,50.93,1301,6,12,97.71,6.08,"108.42
"
QB,Glen,Spencer,6 - 1,170,(Sr),5.0,5.0,Ohio State,8,99,167,59.28,1331,9,6,136.59,7.97,"166.38
"
QB,Charles,Duffy,6 - 4,222,So,2.0,3.5,SMU,2,4,11,36.36,48,0,1,28.80,4.36,"24.00
"
QB,Aaron,Shea,6 - 2,204,Jr,5.0,5.0,Missouri,14,246,355,69.30,3495,31,9,176.71,9.85,"249.64
"
QB,Chester,Seaman,6 - 0,193,Fr,1.0,3.0,Army,1,4,7,57.14,43,1,0,155.89,6.14,"43.00
"
QB,Greg,Cunningham,6 - 2,199,Jr,4.0,4.5,Connecticut,13,223,343,65.01,2981,16,4,151.01,8.69,"229.31
"
QB,William,Rider,6 - 1,181,Jr,2.0,2.0,Wyoming,6,40,94,42.55,462,3,6,76.78,4.91,"77.00
"
QB,Bryan,Stratton,6 - 0,200,Jr,3.0,3.0,Notre Dame,4,23,38,60.53,365,5,1,186.31,9.61,"91.25
"
QB,John,Webster,6 - 2,168,Sr,3.0,3.0,Wake Forest,1,1,2,50.00,8,0,0,83.60,4.00,"8.00
"
QB,Joe,Nelson,6 - 2,197,(Fr),2.0,3.0,Illinois,6,32,82,39.02,348,1,1,74.56,4.24,"58.00
"
QB,Daniel,Sio,6 - 4,188,Jr,3.0,3.0,Texas,3,5,10,50.00,94,1,0,190.54,9.40,"31.33
"
QB,Thomas,Hunter,6 - 4,197,(Sr),3.5,3.5,Northwestern,2,29,46,63.04,341,0,1,125.63,7.41,"170.50
"
QB,Raoul,Gomez,6 - 0,220,(So),4.0,4.0,Washington State,12,387,679,57.00,4194,21,15,113.06,6.18,"349.50
"
QB,David,Brezina,6 - 2,189,(Jr),4.0,5.0,Iowa,3,8,11,72.73,80,0,0,146.35,7.27,"26.67
"
QB,Derek,Bates,6 - 5,236,(So),3.0,3.0,South Carolina,12,314,569,55.18,3388,20,13,110.14,5.95,"282.33
"
QB,Henry,Crain,6 - 3,203,Fr,1.0,4.5,Arizona,1,2,5,40.00,11,0,1,18.48,2.20,"11.00
"
QB,Gregory,Garcia,6 - 3,229,(Jr),2.0,2.5,New Mexico,12,104,199,52.26,1265,5,8,107.25,6.36,"105.42
"
QB,Josh,Fernandez,6 - 6,203,(So),2.5,2.5,Maryland,2,5,13,38.46,39,0,0,61.70,3.00,"19.50
"
QB,Mike,Caldwell,6 - 1,190,(Jr),3.5,3.5,Ole Miss,1,3,6,50.00,35,1,0,154.00,5.83,"35.00
"
QB,DeAndre,Jackson,6 - 1,199,(Sr),4.5,4.5,Kansas,10,136,223,60.99,1766,6,2,133.62,7.92,"176.60
"
QB,Robert,Berns,6 - 0,182,Sr,2.0,2.0,Hawaii,5,59,182,32.42,664,2,5,60.37,3.65,"132.80
"
QB,Richmond,King,6 - 1,199,(Jr),4.0,4.0,West Virginia,12,170,294,57.82,1952,11,8,121.74,6.64,"162.67
"
QB,Adam,Stave,6 - 4,220,Jr,4.0,4.0,Army,13,249,372,66.94,3662,23,8,165.48,9.84,"281.69
"
QB,Todd,Jennings,6 - 6,201,(Jr),4.5,4.5,Penn State,16,279,428,65.19,3843,35,6,163.91,8.98,"240.19
"
QB,Tyron,Maddox,6 - 0,196,Jr,2.5,2.5,Nebraska,1,0,3,0.00,0,0,0,0.00,0.00,"0.00
"
QB,Jeremy,Anderson,6 - 3,185,So,3.5,4.0,Northwestern,10,123,203,60.59,1536,3,8,124.28,7.57,"153.60
"
QB,Nathan,Burden,6 - 2,201,Fr,3.0,4.0,TCU,13,157,260,60.38,1958,19,15,138.84,7.53,"150.62
"
QB,William,Paige,6 - 4,209,So,1.5,3.5,LSU,1,0,5,0.00,0,0,0,0.00,0.00,"0.00
"
QB,Rocky,Waters,6 - 5,222,(Jr),4.0,4.0,Notre Dame,15,207,306,67.65,2964,21,4,169.47,9.69,"197.60
"
QB,Melvin,Winters,6 - 1,237,(Jr),3.5,3.5,Ohio,11,198,325,60.92,2330,16,6,131.10,7.17,"211.82
"
QB,Joel,Sumner,6 - 1,190,Jr,2.5,3.0,Ball State,11,113,192,58.85,1343,7,2,127.98,6.99,"122.09
"
QB,Norris,Brooksheer,6 - 3,207,(Jr),5.0,5.0,Oklahoma,14,252,362,69.61,3683,32,6,180.91,10.17,"263.07
"
QB,Christian,Barkley,6 - 3,211,(So),4.0,5.0,Texas Tech,13,236,365,64.66,2832,13,6,135.92,7.76,"217.85
"
QB,Doug,Kirby,5 - 11,199,(Jr),4.5,5.0,LSU,13,235,367,64.03,2888,20,5,147.89,7.87,"222.15
"
QB,Clyde,Campbell,6 - 5,203,(Jr),2.5,2.5,Illinois,8,61,110,55.45,677,3,3,107.46,6.15,"84.62
"
QB,Stephan,Bennett,6 - 2,203,(Sr),3.5,3.5,Nevada,10,95,168,56.55,1178,3,4,113.72,7.01,"117.80
"
QB,Willy,Cowan,5 - 10,224,Fr,2.5,3.5,ECU,12,135,268,50.37,1645,8,8,106.69,6.14,"137.08
"
QB,John,Thompson,6 - 0,190,(Sr),3.0,3.0,West Virginia,1,3,10,30.00,27,1,0,85.68,2.70,"27.00
"
FB,William,Stevens,6 - 2,217,(So),2.5,4.0,Navy,12,146,279,52.33,1829,5,8,107.23,6.56,"152.42
"
QB,David,Kaplan,6 - 1,189,(So),3.0,4.5,San Jose State,12,321,603,53.23,3325,19,10,105.63,5.51,"277.08
"
QB,James,Brown,6 - 5,218,Sr,1.5,1.5,Kent State,4,41,79,51.90,507,3,3,112.30,6.42,"126.75
"
QB,Edward,Greene,6 - 0,183,Sr,3.5,3.5,Cincinnati,2,9,12,75.00,146,1,0,173.01,12.17,"73.00
"
QB,Don,Lewis,6 - 2,175,(Jr),2.5,2.5,Baylor,3,1,16,6.25,3,0,2, - 20.36,0.19,"1.00
"
QB,Allan,O'Hennesy,6 - 0,222,(So),3.5,4.5,Syracuse,12,176,303,58.09,2159,10,12,119.85,7.13,"179.92
"
QB,Greg,Holt,6 - 1,178,Sr,3.0,3.0,Oregon State,12,131,252,51.98,1538,6,10,106.22,6.10,"128.17
"
QB,L.J.,Offerman,6 - 2,186,(So),3.5,4.0,Colorado,12,163,281,58.01,1872,9,10,117.61,6.66,"156.00
"
QB,R.J.,Stanford,5 - 11,203,Jr,5.0,5.0,Arkansas,13,472,786,60.05,5118,38,14,125.79,6.51,"393.69
"
QB,Marshall,Newman,6 - 0,195,Jr,3.0,3.0,Kansas State,13,146,251,58.17,1832,12,8,127.90,7.30,"140.92
"
QB,Sean,Hamilton,6 - 2,207,Fr,3.0,5.0,Nebraska,12,202,317,63.72,2587,19,8,144.66,8.16,"215.58
"
QB,Mike,Thomas,6 - 3,230,(Sr),4.5,4.5,USC,12,349,569,61.34,3681,21,5,122.71,6.47,"306.75
"
QB,Elijah,Ridlehuber,6 - 2,202,(Jr),3.0,3.0,Syracuse,1,4,4,100.00,50,1,0,287.50,12.50,"50.00
"
QB,Charles,Riddle,6 - 0,238,So,3.0,3.0,Georgia State,1,1,1,100.00,14,0,0,217.60,14.00,"14.00
"
QB,Dick,Cook,6 - 2,205,(Sr),5.0,5.0,Florida State,14,126,192,65.62,1763,9,4,154.90,9.18,"125.93
"
QB,Steve,Reed,6 - 2,191,(Jr),4.0,4.0,Clemson,13,232,392,59.18,2679,24,10,131.12,6.83,"206.08
"
QB,Jarius,Jones,6 - 1,205,(Sr),5.0,5.0,Iowa,14,237,333,71.17,3429,24,7,176.88,10.30,"244.93
"
QB,Lawyer,Johnson,6 - 0,194,(Sr),5.0,5.0,Wisconsin,14,222,325,68.31,3029,26,7,166.67,9.32,"216.36
"
QB,Corey,Mendoza,6 - 5,223,(Jr),4.5,4.5,Purdue,13,199,300,66.33,2812,27,8,169.32,9.37,"216.31
"
QB,Damian,Richmond,6 - 6,203,(Fr),1.5,2.5,Utah State,2,1,9,11.11,3,0,1, - 5.75,0.33,"1.50
"
QB,Van,Skaggs,6 - 2,220,Fr,1.0,3.5,Ohio State,3,3,20,15.00,9,0,4, - 22.94,0.45,"3.00
"
QB,Alejandro,Silva,6 - 1,212,Jr,3.5,3.5,Air Force,14,107,180,59.44,1388,4,5,123.00,7.71,"99.14
"
FB,Ricky,Lewis,5 - 11,208,(Fr),2.0,4.0,Temple,1,1,1,100.00,8,1,0,497.20,8.00,"8.00
"
QB,Taylor,Rodriguez,6 - 1,209,(Jr),5.0,5.0,Arizona,13,209,320,65.31,2796,19,8,154.19,8.74,"215.08
"
QB,Keith,Simon,6 - 2,212,Jr,3.5,3.5,Alabama,5,13,34,38.24,210,2,0,107.76,6.18,"42.00
"
QB,Sean,O'Reilly,6 - 1,217,(So),4.0,4.0,Minnesota,11,169,253,66.80,2087,16,7,151.96,8.25,"189.73
"
QB,Jason,Fowler,6 - 0,205,(Sr),3.5,3.5,Stanford,13,253,405,62.47,3395,19,7,145.60,8.38,"261.15
"
QB,Adrian,Jenkins,6 - 1,188,Jr,4.0,4.0,Fresno State,13,296,479,61.80,3855,28,7,146.58,8.05,"296.54
"
QB,Justin,Hunter,6 - 0,210,Jr,4.0,4.0,Mississippi State,13,204,324,62.96,2757,16,7,144.75,8.51,"212.08
"
QB,Yancey,Musgrave,6 - 0,187,(Jr),5.0,5.0,Florida,13,402,666,60.36,4099,26,12,122.44,6.15,"315.31
"
QB,Orly,Vaccaro,6 - 2,215,Jr,4.0,4.0,San Diego State,14,187,266,70.30,2606,13,5,165.09,9.80,"186.14
"
QB,Bobby,Kolodziej,6 - 2,205,(Jr),4.0,4.5,California,12,250,439,56.95,2599,14,10,112.98,5.92,"216.58
"
QB,Robert,Martin,6 - 1,184,(Sr),4.5,4.5,Colorado State,13,431,706,61.05,4735,41,5,134.87,6.71,"364.23
"
QB,Joaquin,Younger,6 - 5,215,(Jr),5.0,5.0,Oregon,13,180,264,68.18,2484,15,4,162.51,9.41,"191.08
"
QB,Charlie,Walter,6 - 3,228,So,4.0,4.5,Hawaii,8,189,341,55.43,1980,12,9,109.01,5.81,"247.50
"
QB,A.J.,Jefferson,6 - 3,194,Jr,5.0,5.0,North Carolina,13,399,597,66.83,4682,33,2,149.86,7.84,"360.15
"
QB,Robert,Lester,6 - 4,213,Sr,2.0,2.0,Western Michigan,4,42,78,53.85,461,2,1,104.32,5.91,"115.25
"
QB,Paul,Davenport,6 - 0,198,(Jr),5.0,5.0,Miami FL,14,164,250,65.60,2331,17,3,162.76,9.32,"166.50
"
QB,Jon,Wilson,6 - 5,205,(Jr),4.0,4.0,USC,3,22,30,73.33,318,4,0,205.30,10.60,"106.00
"
QB,John,Myers,6 - 5,219,Jr,2.0,2.5,Central Michigan,10,118,226,52.21,1373,10,5,113.16,6.08,"137.30
"
QB,Paul,Roberts,6 - 2,194,So,2.0,3.5,Oregon State,5,9,20,45.00,94,2,0,116.41,4.70,"18.80
"
WR,Damian,Chambers,6 - 2,183,(So),3.5,3.5,Florida State,1,0,1,0.00,0,0,1, - 200.00,0.00,"0.00
"
QB,Charles,Conley,6 - 1,201,So,2.0,3.0,Buffalo,2,2,7,28.57,19,0,0,55.32,2.71,"9.50
"
QB,Ken,Eller,6 - 4,200,(Sr),4.5,4.5,UCLA,13,359,551,65.15,4134,22,1,141.22,7.50,"318.00
"
QB,DeSean,Jenkins,6 - 4,195,Jr,4.0,4.5,Wake Forest,12,136,214,63.55,1882,7,3,148.61,8.79,"156.83
"
QB,Charles,Warren,6 - 1,196,Sr,2.5,2.5,Eastern Michigan,11,306,554,55.23,3228,18,9,111.20,5.83,"293.45
"
QB,Tommy,Jones,6 - 3,198,(Jr),5.0,5.0,Michigan,13,208,308,67.53,2782,21,2,162.79,9.03,"214.00
"
QB,Bob,Dowler,6 - 4,203,(Sr),4.5,4.5,Virginia,12,351,636,55.19,3835,20,16,109.77,6.03,"319.58
"
QB,Jason,Vick,6 - 0,188,(So),3.0,3.0,Baylor,12,99,173,57.23,1302,4,5,125.25,7.53,"108.50
"
QB,Damien,Holley,6 - 3,217,Jr,2.0,2.0,Indiana,5,20,42,47.62,205,1,2,92.67,4.88,"41.00
"
QB,Pat,Ballard,6 - 2,178,(Sr),3.5,3.5,Louisville,12,306,541,56.56,3347,22,11,118.73,6.19,"278.92
"
QB,Rob,Green,6 - 2,175,(Jr),4.0,4.0,Virginia Tech,12,169,260,65.00,2349,16,5,153.01,9.03,"195.75
"
QB,Joseph,Gonzalez,6 - 1,205,Sr,2.5,2.5,Buffalo,10,94,184,51.09,1098,2,5,99.81,5.97,"109.80
"
QB,Matty,Swift,5 - 11,198,(So),4.0,5.0,Texas A&M,12,323,525,61.52,3522,20,5,128.01,6.71,"293.50
"
QB,Jack,Hess,5 - 11,200,Jr,2.5,3.5,Utah State,12,145,266,54.51,1801,9,12,112.84,6.77,"150.08
"
QB,Patrick,Bailey,6 - 3,185,Jr,2.5,3.0,Auburn,2,4,10,40.00,47,1,0,131.72,4.70,"23.50
"
QB,Alex,Rodgers,6 - 3,198,(Jr),4.5,4.5,Kentucky,13,320,504,63.49,4004,26,5,145.61,7.94,"308.00
"
QB,Curtis,Peterson,6 - 2,197,Jr,3.0,3.0,Virginia Tech,2,6,8,75.00,65,2,0,228.20,8.12,"32.50
"
QB,James,Dale,6 - 2,213,Sr,5.0,5.0,Pittsburgh,13,331,543,60.96,3746,29,10,132.88,6.90,"288.15
"
QB,Stephen,Myers,6 - 4,186,(So),1.0,1.0,North Texas,1,1,1,100.00,88,1,0,1169.20,88.00,"88.00
"
