 Position , Forename , Surname , Height , Weight , Standing , Skill , Potential , Team , Games , Tackles , INTs , Sacks , FF , FR , Blocks , TDs ," Safeties
"
CB,Alex,Stanford,5 - 9,194,So,3.0,4.0,Rutgers,1,3,1,0.0,0,0,0,0,"0
"
DT,Byron,Ibarra,6 - 2,315,Jr,3.5,4.0,Iowa State,11,55,0,4.5,0,0,0,0,"0
"
SS,Maxwell,Winslow,6 - 2,172,(Fr),2.0,4.0,Mississippi State,4,9,4,0.0,0,0,0,0,"0
"
DE,Doug,Carolan,6 - 0,263,(Sr),5.0,5.0,Florida,6,29,0,7.0,0,0,0,0,"0
"
SS,Richard,Fuller,6 - 1,187,Jr,3.0,3.5,Virginia Tech,3,8,3,0.0,0,0,0,1,"0
"
FS,Don,Vargas,5 - 9,176,Sr,2.5,2.5,Western Michigan,2,7,1,0.0,0,0,0,0,"0
"
SS,Ashton,Best,5 - 11,217,So,3.5,4.0,ECU,4,18,3,0.0,0,0,0,2,"0
"
CB,Wesley,Watson,5 - 11,173,Sr,2.5,2.5,Army,1,2,1,0.0,0,0,0,0,"0
"
DT,Kyle,Pratt,6 - 4,301,(So),3.5,5.0,Virginia,4,20,0,4.0,0,0,0,0,"0
"
OLB,Richard,Wray,5 - 11,216,(Jr),4.0,4.0,Georgia,3,13,0,1.0,0,0,0,0,"0
"
DE,Ronald,Harris,6 - 3,251,(Jr),4.0,4.0,UCLA,3,12,0,3.5,0,0,0,0,"0
"
OLB,Austin,Olson,5 - 11,234,Jr,5.0,5.0,Notre Dame,7,45,0,1.0,0,0,0,0,"0
"
CB,Demetrius,Still,6 - 0,162,(Jr),4.5,4.5,LSU,1,4,1,0.0,0,0,0,0,"0
"
DT,Ernie,Pemberton,6 - 8,249,Jr,3.5,3.5,Connecticut,9,56,0,2.0,0,0,0,0,"0
"
SS,Jerry,Walker,6 - 0,181,(Sr),5.0,5.0,Oklahoma,1,6,1,0.0,0,0,0,0,"0
"
SS,Brian,Muhammad,6 - 2,192,(Fr),2.0,3.5,Minnesota,1,0,0,0.0,1,1,0,1,"0
"
CB,Ginaldo,Reyna,5 - 11,160,Sr,4.0,4.0,Georgia,2,6,2,0.0,0,0,0,0,"0
"
CB,Patrick,Mitchell,5 - 9,163,Jr,4.0,5.0,San Diego State,7,30,4,0.0,0,0,0,1,"0
"
FS,Joseph,Moore,6 - 1,194,Sr,3.5,3.5,Utah,4,17,2,0.0,0,0,0,0,"0
"
DT,Tyrone,Crawley,6 - 4,296,(Jr),4.0,4.0,Kentucky,2,14,0,0.0,0,0,0,0,"0
"
SS,Carlos,Snodgrass,5 - 9,192,Sr,2.5,2.5,Wyoming,3,12,2,0.0,0,0,0,1,"0
"
OLB,Jake,McCann,5 - 11,220,(Fr),2.0,4.0,Boise State,1,6,0,0.0,0,0,0,0,"0
"
SS,Noah,Tubbs,6 - 1,205,(Fr),2.5,5.0,Syracuse,1,2,1,0.0,0,0,0,0,"0
"
OLB,Jamir,Sample,6 - 2,231,So,4.0,4.5,Clemson,8,48,0,0.0,0,0,0,0,"0
"
ILB,Dennis,Weaver,6 - 4,246,Jr,3.5,3.5,Rutgers,4,29,0,0.0,0,0,0,0,"0
"
OLB,Franklin,Weatherford,6 - 1,215,(So),2.0,3.0,Akron,8,46,0,1.0,1,1,0,1,"0
"
FS,Arlen,Keene,5 - 11,178,(So),2.5,3.5,Tulane,6,27,1,0.0,0,0,0,0,"0
"
ILB,David,Alford,6 - 0,221,(Jr),4.0,4.0,BYU,3,19,0,0.0,0,0,0,0,"0
"
CB,Dana,Nance,6 - 1,178,Jr,3.5,4.0,Michigan State,2,6,2,0.0,0,0,0,0,"0
"
ILB,Jim,McClain,6 - 0,229,(Sr),3.0,3.0,Arkansas,7,46,0,0.0,1,1,0,0,"0
"
DT,Dennis,Fontenot,6 - 4,299,(So),3.0,3.0,Ole Miss,1,2,0,1.0,0,0,0,0,"0
"
DE,Adam,Williams,6 - 8,266,(Sr),4.5,4.5,Purdue,6,29,0,7.0,0,0,0,0,"0
"
OLB,Louis,Peterson,6 - 4,200,Sr,5.0,5.0,Oklahoma State,10,85,1,3.0,0,0,0,1,"0
"
SS,Roberto,Ramos,6 - 1,181,(So),2.5,4.0,Colorado,1,4,1,0.0,0,0,0,0,"0
"
DE,Aidan,McLeod,6 - 2,249,Fr,2.5,3.0,Rice,5,26,0,0.5,0,0,0,0,"0
"
ILB,Richard,Pitts,6 - 3,237,So,3.5,4.5,Georgia State,7,44,0,0.0,0,0,0,0,"0
"
CB,Matthew,Hicks,6 - 1,179,So,3.0,3.0,Bowling Green,4,21,0,0.0,0,0,0,0,"0
"
SS,John,Richardson,6 - 2,184,So,1.5,2.5,Eastern Michigan,1,2,1,0.0,0,0,0,0,"0
"
FS,Parker,Moreland,6 - 2,202,(Fr),3.5,4.0,Iowa,4,14,4,0.0,0,0,0,0,"0
"
OLB,Robert,Cruz,6 - 3,229,Sr,3.5,3.5,Louisville,5,30,0,0.5,0,0,0,0,"0
"
DT,Roberto,Castaneda,6 - 2,262,So,2.0,3.0,Central Michigan,4,21,0,1.0,0,0,0,0,"0
"
CB,Oscar,Dunn,6 - 1,194,So,2.5,3.5,Auburn,1,2,1,0.0,0,0,0,0,"0
"
OLB,Robert,Lacy,6 - 3,240,Jr,4.5,5.0,Stanford,10,75,1,8.0,0,0,0,0,"0
"
OLB,Arthur,Stephens,6 - 1,222,Sr,2.5,2.5,Tulsa,7,35,0,1.0,0,0,0,0,"0
"
OLB,Leland,Anderson,6 - 1,236,(Jr),4.5,4.5,Miami FL,4,25,0,2.0,0,0,0,0,"0
"
OLB,Daniel,Leon,6 - 3,200,(Jr),3.5,3.5,Oregon State,9,52,0,1.0,0,0,0,0,"0
"
ILB,Graham,Otto,6 - 0,245,(Fr),3.0,4.0,Florida State,5,35,0,0.0,0,0,0,0,"0
"
DE,Brian,Dunham,6 - 8,242,Sr,3.0,3.0,SMU,5,13,0,4.0,0,0,0,0,"0
"
SS,Anthony,Ludwig,6 - 2,202,(Sr),4.0,4.0,Connecticut,4,17,2,0.0,1,1,0,1,"0
"
OLB,Manuel,Overstreet,6 - 4,224,Jr,3.5,4.0,Michigan,6,36,0,1.5,0,0,0,0,"0
"
FS,Jesse,Griffin,5 - 11,160,(Sr),3.5,3.5,Army,1,5,0,0.0,0,0,0,0,"0
"
CB,Khary,Miller,5 - 9,146,Sr,4.0,4.0,Oklahoma State,4,18,2,0.0,0,0,0,1,"0
"
DE,Juan,Hampton,6 - 4,251,Jr,3.5,3.5,Rice,1,3,0,1.0,0,0,0,0,"0
"
FS,Alexander,Tracy,5 - 11,205,(So),3.0,4.0,Hawaii,1,6,0,0.0,0,0,0,0,"0
"
OLB,Richard,Jones,5 - 11,236,(Jr),5.0,5.0,Washington State,10,67,0,6.0,0,0,0,0,"0
"
CB,Kapueo,Fatu,5 - 11,165,So,3.0,3.0,Ohio State,1,2,1,0.0,0,0,0,1,"0
"
OLB,Kristian,Little,6 - 0,237,Jr,4.0,5.0,Alabama,8,52,2,2.0,0,0,0,0,"0
"
FS,Reshad,Oliver,5 - 11,204,(Jr),4.0,4.0,Navy,2,7,2,0.0,0,0,0,1,"0
"
CB,Andrew,Boyd,5 - 10,175,Fr,3.0,5.0,Boston College,1,3,1,0.0,0,0,0,1,"0
"
FS,Leslie,Mackey,6 - 1,200,(Sr),4.5,4.5,UCLA,3,17,0,0.0,0,0,0,0,"0
"
ILB,Steven,Irwin,5 - 11,214,(Sr),4.0,4.0,Iowa State,6,40,0,0.0,0,0,0,0,"0
"
CB,Dallas,Gelbaugh,5 - 10,164,(Sr),3.5,3.5,Virginia,7,34,3,0.0,0,0,0,1,"0
"
DT,Eric,Brown,6 - 4,300,(So),3.0,4.0,Nebraska,1,1,0,1.0,0,0,0,0,"0
"
DE,Samuel,Barnes,6 - 1,258,Jr,2.5,3.0,Western Michigan,4,16,0,4.0,0,0,0,0,"0
"
OLB,Jerry,Sanford,6 - 1,252,(Sr),4.0,4.0,San Jose State,4,25,0,1.0,0,0,0,0,"0
"
DT,Marcus,Brown,6 - 5,331,(Fr),2.0,4.5,Clemson,1,3,0,1.0,0,0,0,0,"0
"
SS,Charles,Johnson,5 - 11,178,Sr,3.0,3.0,Wake Forest,4,21,1,0.0,0,0,0,1,"0
"
OLB,Christopher,Cox,6 - 1,231,Jr,2.0,2.5,Bowling Green,7,37,0,1.0,0,0,0,0,"0
"
SS,Jose,Leon,5 - 11,202,(So),3.5,5.0,Georgia,2,6,2,0.0,0,0,0,0,"0
"
DE,Freeman,Schubert,6 - 6,260,(Sr),4.5,4.5,Arizona State,7,24,0,9.5,0,0,0,0,"0
"
CB,Jack,Robinson,6 - 2,186,Jr,3.0,3.0,Missouri,8,36,2,0.0,0,0,0,0,"0
"
SS,Dylan,Mosley,5 - 11,202,(Fr),2.5,4.5,Arizona State,5,17,5,0.0,0,0,0,0,"0
"
OLB,Shawn,Richardson,6 - 0,238,(So),2.5,4.0,Vanderbilt,9,53,0,1.0,0,0,0,0,"0
"
CB,Israel,Greer,6 - 0,192,Jr,4.0,4.5,Nevada,6,26,2,0.0,0,0,0,1,"0
"
ILB,Kelly,Mitchell,6 - 3,217,(Jr),5.0,5.0,Michigan State,8,64,2,0.0,2,1,0,0,"0
"
FS,Ousmane,Haynes,6 - 0,207,(Fr),2.0,3.5,Illinois,1,2,1,0.0,0,0,0,0,"0
"
FS,Keith,Pryor,6 - 1,197,So,2.0,3.5,Iowa State,1,2,1,0.0,0,0,0,0,"0
"
FS,Reshad,Jenkins,5 - 11,198,Sr,4.5,4.5,Houston,8,40,5,0.0,0,0,0,1,"0
"
OLB,Timothy,Smith,5 - 11,212,(Sr),4.5,4.5,Arizona,4,23,0,1.0,0,0,0,0,"0
"
FS,Tom,Rambo,5 - 10,184,(Sr),4.5,4.5,Ohio State,3,15,1,0.0,0,0,0,0,"0
"
CB,Booker,Carver,6 - 2,167,(Jr),3.5,3.5,Washington,1,2,1,0.0,0,0,0,0,"0
"
ILB,Arthur,Hildebrand,5 - 11,239,(So),2.5,2.5,Texas A&M,4,22,0,0.0,0,0,0,0,"0
"
DE,Adam,Salazar,6 - 3,264,Sr,3.0,3.0,Virginia Tech,2,6,0,3.0,0,0,0,0,"0
"
SS,Cameron,Riley,6 - 1,197,(Fr),2.5,5.0,Texas Tech,2,11,0,0.0,0,0,0,0,"0
"
SS,Kevin,Nguyen,5 - 10,159,Jr,4.5,5.0,Marshall,7,37,3,0.0,0,0,0,1,"0
"
FS,Barry,Schultz,6 - 1,195,Sr,1.5,1.5,Memphis,4,18,0,0.0,0,0,0,0,"0
"
DE,Michael,Garcia,6 - 6,279,Jr,3.5,3.5,Kent State,2,5,0,2.0,0,0,0,0,"0
"
CB,Aaron,Samuelsson,6 - 2,202,Sr,4.5,4.5,Michigan State,7,27,6,0.0,0,1,0,0,"0
"
ILB,Akeel,Morris,6 - 5,234,Fr,2.5,5.0,Nevada,10,80,1,1.0,1,1,0,0,"1
"
DE,Jay,Peterson,6 - 8,254,(Jr),3.5,3.5,San Diego State,6,24,0,6.5,0,0,0,0,"0
"
OLB,James,Sargent,6 - 2,237,(Jr),3.5,3.5,North Carolina State,6,29,0,1.0,0,0,0,0,"0
"
ILB,Phillip,Thomas,6 - 2,231,Sr,3.5,3.5,Bowling Green,6,47,1,0.0,0,0,0,0,"0
"
OLB,Jeff,Cox,5 - 11,220,Sr,4.5,4.5,California,8,43,1,3.0,0,0,0,1,"0
"
OLB,Peter,Williams,6 - 0,213,Sr,4.5,4.5,Virginia Tech,4,29,0,3.0,0,0,0,0,"0
"
FS,Jaeden,Sampson,6 - 0,195,So,3.5,3.5,Vanderbilt,1,5,0,0.0,0,0,0,0,"0
"
CB,Thomas,Brown,6 - 0,190,(So),3.0,4.0,Purdue,1,0,1,0.0,0,0,0,0,"0
"
ILB,Tom,Lavergne,6 - 0,226,(Sr),5.0,5.0,Florida,6,41,0,0.0,0,0,0,0,"0
"
DE,Marlon,Clay,5 - 11,263,(Fr),3.5,3.5,Hawaii,1,3,0,1.0,0,0,0,0,"0
"
FS,Marcus,Urlacher,5 - 10,160,(Sr),4.0,4.0,Boston College,2,10,2,0.0,0,0,0,0,"0
"
ILB,Jordan,Patterson,6 - 1,224,Sr,2.5,3.0,Temple,9,53,1,0.0,0,0,0,0,"0
"
DT,Howard,Foster,6 - 6,310,Jr,3.5,3.5,Indiana,6,28,0,1.0,1,0,0,0,"0
"
CB,Curtis,Howard,5 - 10,175,Sr,3.5,3.5,TCU,4,21,2,0.0,0,0,0,2,"0
"
DE,Charles,Woods,6 - 5,273,(Jr),5.0,5.0,Notre Dame,6,33,0,7.5,0,0,0,0,"0
"
DE,Thomas,Conley,6 - 4,263,(Jr),4.5,4.5,Missouri,7,29,0,7.5,0,0,0,0,"0
"
ILB,Timothy,Parker,6 - 2,205,Sr,4.0,4.0,Arizona,1,6,0,0.0,0,0,0,0,"0
"
DE,Russell,Dixon,6 - 7,259,(Jr),4.5,4.5,Georgia,2,5,0,3.0,0,0,0,0,"0
"
CB,Guy,Burton,6 - 2,193,(Sr),2.5,2.5,North Texas,3,12,1,0.0,0,0,0,0,"0
"
DE,Curt,Brown,6 - 7,254,(Jr),3.5,3.5,Northwestern,1,5,0,0.0,0,0,0,0,"0
"
SS,Donald,Vinson,6 - 2,181,Jr,4.0,4.0,Kansas,1,6,1,0.0,0,0,0,0,"0
"
FS,Frank,Malone,5 - 11,187,Jr,3.0,3.0,Minnesota,2,11,0,0.0,0,0,0,0,"0
"
FS,Haven,Wiley,5 - 10,181,(Sr),4.0,4.0,LSU,4,11,3,1.0,0,0,0,0,"0
"
DT,Bud,Howard,6 - 2,301,(Sr),5.0,5.0,LSU,6,25,0,2.5,0,0,0,0,"0
"
CB,Troy,Galloway,5 - 10,164,Fr,2.5,3.5,Akron,7,32,1,0.0,0,0,0,1,"0
"
CB,John,Lowe,6 - 1,176,Sr,2.5,2.5,Eastern Michigan,2,7,1,0.0,0,0,0,1,"0
"
OLB,Tristan,Stephens,6 - 3,220,Fr,2.0,3.5,ECU,6,34,0,1.0,0,0,0,0,"0
"
CB,Damien,Burrell,6 - 1,191,Fr,1.0,3.0,Wake Forest,3,11,2,0.0,0,0,0,1,"0
"
OLB,Richard,Boyer,6 - 2,231,Jr,3.0,3.0,Texas Tech,5,26,0,2.0,1,1,0,0,"0
"
OLB,Christopher,Ross,6 - 2,228,(Fr),1.0,4.0,USF,9,57,0,2.0,1,1,0,0,"0
"
DT,David,Crawford,6 - 5,317,(So),2.5,4.0,Georgia,5,21,0,2.0,1,1,0,1,"0
"
CB,Xavier,Earl,5 - 10,192,Fr,1.5,3.0,North Carolina State,1,5,0,0.0,0,0,0,0,"0
"
FS,Dale,Arredondo,6 - 2,180,(Fr),2.0,2.0,Temple,4,19,1,0.0,0,0,0,0,"0
"
DE,Terry,Delarosa,6 - 1,266,Jr,3.0,3.5,Nevada,2,9,0,2.0,0,0,0,0,"0
"
ILB,David,McBride,6 - 4,238,(Jr),3.5,3.5,Iowa,4,21,0,0.0,0,0,0,0,"0
"
CB,Ivory,Hull,6 - 2,173,(Sr),5.0,5.0,Texas,9,45,6,0.0,0,0,0,0,"0
"
DT,Danny,Davis,6 - 4,274,Jr,4.0,4.0,Nevada,5,26,0,3.0,0,0,0,0,"0
"
CB,Adam,Goss,6 - 1,222,(Jr),4.0,4.0,Texas A&M,8,34,5,0.0,0,0,0,2,"0
"
FS,Prince,McGill,6 - 2,206,Jr,4.0,5.0,Florida,6,32,3,0.0,0,0,0,1,"0
"
DE,Adam,Simpson,6 - 4,256,(Jr),3.5,3.5,Illinois,4,16,0,2.0,0,0,0,0,"0
"
SS,Daniel,Hicks,5 - 10,174,(Jr),4.0,4.0,UCF,1,3,1,0.0,0,0,0,1,"0
"
SS,Arthur,Flores,5 - 10,166,Sr,5.0,5.0,California,2,11,1,0.0,0,0,0,1,"0
"
OLB,Devin,Stephens,6 - 1,237,Sr,5.0,5.0,Marshall,7,52,0,5.5,0,0,0,0,"0
"
CB,Jeffrey,Colbert,5 - 11,160,(Fr),2.5,4.0,Texas Tech,3,12,1,0.0,0,0,0,0,"0
"
DT,Aidan,Dotson,6 - 6,315,Fr,3.0,4.0,California,5,23,0,2.0,0,0,0,0,"0
"
FS,Randall,Scott,6 - 1,200,Jr,3.0,3.0,Virginia,4,19,1,0.0,0,0,0,0,"0
"
CB,Shawn,Rhoades,6 - 1,180,Jr,3.0,4.0,Oregon,5,18,3,0.0,1,0,0,1,"0
"
SS,Tyler,Trent,5 - 10,210,Sr,4.5,4.5,Alabama,3,14,2,0.0,0,0,0,0,"0
"
FS,Thomas,Lewis,5 - 10,174,(Jr),3.5,3.5,Georgia State,1,13,0,0.0,0,0,0,0,"0
"
DE,David,Wilburn,6 - 6,269,(Sr),3.5,3.5,Akron,2,7,0,1.0,0,0,0,0,"0
"
SS,John,Smith,5 - 11,203,Sr,4.5,4.5,Baylor,4,15,3,0.0,0,0,0,0,"0
"
OLB,Kevin,Little,5 - 11,234,(Jr),4.0,4.0,Texas A&M,10,65,0,2.0,0,0,0,0,"1
"
SS,Dave,Wilkinson,5 - 10,166,(Jr),3.5,3.5,Boise State,2,7,2,0.0,0,0,0,2,"0
"
SS,Myron,Loud,5 - 11,201,(Sr),4.5,4.5,Iowa,1,2,1,0.0,0,0,0,0,"0
"
OLB,Tom,Johnson,6 - 1,218,Sr,4.0,4.0,Georgia State,6,36,0,1.0,0,0,0,0,"0
"
OLB,John,Yates,6 - 1,224,(Jr),3.0,3.0,Kent State,7,43,0,0.0,0,0,0,0,"0
"
FS,Eric,Smith,5 - 11,194,(Sr),3.5,3.5,North Texas,3,12,2,0.0,0,0,0,0,"0
"
DT,Ricardo,Walter,6 - 4,294,(So),3.5,4.0,Tennessee,6,27,0,2.5,0,0,0,0,"0
"
DE,Robert,Brown,6 - 0,248,Jr,3.0,3.0,North Carolina State,3,16,0,0.0,0,0,0,0,"0
"
DE,James,Carter,6 - 1,255,(So),4.0,4.5,Air Force,5,22,0,6.0,0,0,0,0,"0
"
DE,Mark,Lewis,6 - 1,251,(So),3.5,3.5,Michigan State,2,5,0,2.0,0,0,0,0,"0
"
DE,Robert,Murry,6 - 6,252,Sr,3.0,3.0,Colorado,1,5,0,0.0,0,0,0,0,"0
"
SS,Mohamed,Latham,6 - 0,194,(Fr),2.5,4.5,Colorado State,1,6,0,0.0,0,0,0,0,"0
"
CB,Hector,Hare,6 - 0,185,Jr,3.5,3.5,Syracuse,4,22,1,0.0,0,0,0,0,"0
"
OLB,Calvin,Harrell,6 - 0,224,Jr,4.0,4.5,Mississippi State,6,38,1,2.5,0,0,0,0,"0
"
DT,Ricky,Thompson,6 - 3,299,Jr,2.5,4.0,Rutgers,2,7,0,2.0,0,0,0,0,"0
"
